region,country,type_group,n_objects,share_within_region
Unknown,France or England,Aerophone-Reed Vibrated-single reed cylindrical,1,2.1589412552084457e-05
Unknown,France or England,Ivory,1,2.1589412552084457e-05
Unknown,France or England,Metalwork-Lead,1,2.1589412552084457e-05
Unknown,France or Flanders,Embroidery,3,6.476823765625337e-05
Unknown,France or Flanders,Lace,4,8.635765020833783e-05
Unknown,France or Germany,Aerophone-Free Reed-harmonium,1,2.1589412552084457e-05
Unknown,France or Germany,Aerophone-Lip Vibrated,1,2.1589412552084457e-05
Unknown,France or Germany,Aerophone-Lip Vibrated-horn,1,2.1589412552084457e-05
Unknown,France or Germany,Aerophone-Whistle Flute-flageolet,1,2.1589412552084457e-05
Unknown,France or Germany,Chordophone-Lute-bowed-fretted,1,2.1589412552084457e-05
Unknown,France or Germany,Ivories,2,4.3178825104168914e-05
Unknown,France or India,Textiles-Painted and/or Printed,1,2.1589412552084457e-05
Unknown,France or Italy,Aerophone-Lip Vibrated-horn,1,2.1589412552084457e-05
Unknown,France or Italy,Aerophone-Reed Vibrated-double reed,1,2.1589412552084457e-05
Unknown,France or Italy,Embroidery,1,2.1589412552084457e-05
Unknown,France or Italy,Photographs,1,2.1589412552084457e-05
Unknown,France or Italy,Textile,12,0.0002590729506250135
Unknown,France or Italy,Tool,1,2.1589412552084457e-05
Unknown,France or Italy ?,Lace,1,2.1589412552084457e-05
Unknown,France or Netherlands,Chordophone-Zither-plucked-spinet,1,2.1589412552084457e-05
Unknown,France or Netherlands,Ivories-Elephant,1,2.1589412552084457e-05
Unknown,France or Netherlands,Sculpture-Stone|Sculpture-Alabaster,5,0.0001079470627604223
Unknown,France or North Spain,Ivories,2,4.3178825104168914e-05
Unknown,France or Southern Netherlands,Glass-Stained,1,2.1589412552084457e-05
Unknown,France or Spain,Idiophone-Concussion,3,6.476823765625337e-05
Unknown,France or Spain,Metalwork-Iron,4,8.635765020833783e-05
Unknown,France or Spain,Textile,4,8.635765020833783e-05
Unknown,France or Spain,Velvet,2,4.3178825104168914e-05
Unknown,France or Switzerland,Embroidery,5,0.0001079470627604223
Unknown,France or Switzerland ?,Embroidery,1,2.1589412552084457e-05
Unknown,France or Western Europe,Ivories-Elephant,1,2.1589412552084457e-05
Unknown,France(?),Arms and Armor,1,2.1589412552084457e-05
Unknown,France(?),Furniture and woodwork,1,2.1589412552084457e-05
Unknown,France(?),Jewelry,1,2.1589412552084457e-05
Unknown,France(?),Metalwork,1,2.1589412552084457e-05
Unknown,France(?),Miscellaneous,8,0.00017271530041667566
Unknown,France(?),Photographs,4,8.635765020833783e-05
Unknown,France(?),Sculpture,3,6.476823765625337e-05
Unknown,France:N.,Membranophone-single-headed / conical drum,1,2.1589412552084457e-05
Unknown,France?,Accessory,1,2.1589412552084457e-05
Unknown,France?,Aerophone-Accessories,4,8.635765020833783e-05
Unknown,France?,Aerophone-Free Reed,1,2.1589412552084457e-05
Unknown,France?,Aerophone-Lip Vibrated,4,8.635765020833783e-05
Unknown,France?,Aerophone-Lip Vibrated-horn,2,4.3178825104168914e-05
Unknown,France?,Aerophone-Lip Vibrated-trumpet / trombone,5,0.0001079470627604223
Unknown,France?,Aerophone-Reed Vibrated-double reed,3,6.476823765625337e-05
Unknown,France?,Aerophone-Reed Vibrated-single reed cylindrical,2,4.3178825104168914e-05
Unknown,France?,Aerophone-Whistle Flute,1,2.1589412552084457e-05
Unknown,France?,Chordophone-Accessories-bow,5,0.0001079470627604223
Unknown,France?,Chordophone-Bowed,1,2.1589412552084457e-05
Unknown,France?,Chordophone-Lute-bowed-unfretted,3,6.476823765625337e-05
Unknown,France?,Chordophone-Zither-struck-piano,1,2.1589412552084457e-05
Unknown,France?,Idiophone-Shaken,1,2.1589412552084457e-05
Unknown,France?,Idiophone-Shaken-crotal bell,1,2.1589412552084457e-05
Unknown,France?,Idiophone-Struck-bell-clapper,2,4.3178825104168914e-05
Unknown,France?,Prints,1,2.1589412552084457e-05
Unknown,France?,Textile,1,2.1589412552084457e-05
Unknown,France?/USA?,Aerophone-Accessories,1,2.1589412552084457e-05
Unknown,France|France,Sculpture-Architectural,1,2.1589412552084457e-05
Unknown,France|Germany,Aerophone-Free Reed-harmonium,1,2.1589412552084457e-05
Unknown,France|Germany,Aerophone-Lip Vibrated-horn,1,2.1589412552084457e-05
Unknown,France|Germany,Chordophone-Harp,1,2.1589412552084457e-05
Unknown,France|Italy,Aerophone-Free Reed,1,2.1589412552084457e-05
Unknown,France|Italy,Aerophone-Lip Vibrated-trumpet / trombone,1,2.1589412552084457e-05
Unknown,Franco-Flemish,Arms and Armor,3,6.476823765625337e-05
Unknown,Franco-Flemish,Painting,2,4.3178825104168914e-05
Unknown,Franco-Flemish,Sculpture,2,4.3178825104168914e-05
Unknown,Franco-Flemish | Unknown,Painting,1,2.1589412552084457e-05
Unknown,Franco-Netherlandish,Sculpture,1,2.1589412552084457e-05
Unknown,Franco-Netherlands or Paris,Sculpture,1,2.1589412552084457e-05
Unknown,Frankish,Arms and Armor,2,4.3178825104168914e-05
Unknown,Frankish,Jewelry,17,0.0003670200133854358
Unknown,Frankish,Metalwork,1,2.1589412552084457e-05
Unknown,Frankish(?),Jewelry,1,2.1589412552084457e-05
Unknown,French,Sculpture-Architectural|Sculpture-Marble,2,4.3178825104168914e-05
Unknown,French,Sculpture-Stone,1,2.1589412552084457e-05
Unknown,French (?),Painting,3,6.476823765625337e-05
Unknown,French (?),Prints,6,0.00012953647531250675
Unknown,French (?) | German,Prints,1,2.1589412552084457e-05
Unknown,French (?) | Italian,Prints,8,0.00017271530041667566
Unknown,French Guiana,Ceramics-Sculpture,2,4.3178825104168914e-05
Unknown,French Polynesia,Wood-Implements,6,0.00012953647531250675
Unknown,French Polynesia,Wood-Musical Instruments,1,2.1589412552084457e-05
Unknown,French Polynesia,Wood-Vessels,1,2.1589412552084457e-05
Unknown,French | French (?),Prints,1,2.1589412552084457e-05
Unknown,French | French (?) | German,Volume,9,0.0001943047129687601
Unknown,French | French (?) | Italian,Volume,1,2.1589412552084457e-05
Unknown,French | Genoese | Italian,Volume,1,2.1589412552084457e-05
Unknown,French | German,Decorative Art,2,4.3178825104168914e-05
Unknown,French | German,Portfolio,23,0.0004965564886979426
Unknown,French | German,Prints,76,0.0016407953539584188
Unknown,French | German,Sculpture,4,8.635765020833783e-05
Unknown,French | German,Volume,22,0.0004749670761458581
Unknown,French | German | Italian,Volume,4,8.635765020833783e-05
Unknown,French | German | Italian | Swiss,Volume,1,2.1589412552084457e-05
Unknown,French | German | Netherlandish,Prints,1,2.1589412552084457e-05
Unknown,French | German | Netherlandish,Sculpture,1,2.1589412552084457e-05
Unknown,French | German | Netherlandish,Volume,1,2.1589412552084457e-05
Unknown,French | German | Spanish,Prints,5,0.0001079470627604223
Unknown,French | German | Spanish,Volume,1,2.1589412552084457e-05
Unknown,French | German | Swiss,Prints,2,4.3178825104168914e-05
Unknown,French | German | Swiss,Volume,3,6.476823765625337e-05
Unknown,French | German | Unknown,Decorative Art,2,4.3178825104168914e-05
Unknown,French | Greek,Drawings,4,8.635765020833783e-05
Unknown,French | Greek,Prints,22,0.0004749670761458581
Unknown,French | Greek,Volume,11,0.00023748353807292904
Unknown,French | Greek | Netherlandish,Volume,1,2.1589412552084457e-05
Unknown,French | Irish,Portfolio,1,2.1589412552084457e-05
Unknown,French | Irish,Prints,4,8.635765020833783e-05
Unknown,French | Irish,Volume,1,2.1589412552084457e-05
Unknown,French | Israeli,Prints,1,2.1589412552084457e-05
Unknown,French | Italian,Decorative Art,2,4.3178825104168914e-05
Unknown,French | Italian,Drawings,16,0.0003454306008333513
Unknown,French | Italian,Painting,1,2.1589412552084457e-05
Unknown,French | Italian,Portfolio,26,0.000561324726354196
Unknown,French | Italian,Prints,396,0.008549407370625445
Unknown,French | Italian,Sculpture,13,0.000280662363177098
Unknown,French | Italian,Volume,60,0.0012953647531250675
Unknown,French | Italian | Latin,Volume,1,2.1589412552084457e-05
Unknown,French | Italian | Netherlandish,Volume,2,4.3178825104168914e-05
Unknown,French | Italian | Spanish,Prints,7,0.0001511258878645912
Unknown,French | Italian | Swiss,Prints,1,2.1589412552084457e-05
Unknown,French | Italian | Swiss,Volume,1,2.1589412552084457e-05
Unknown,French | Martiniquais | Spanish,Volume,1,2.1589412552084457e-05
Unknown,French | Mosan,Decorative Art,1,2.1589412552084457e-05
Unknown,French | Netherlandish,Prints,6,0.00012953647531250675
Unknown,French | Polish,Portfolio,1,2.1589412552084457e-05
Unknown,French | Portuguese,Portfolio,1,2.1589412552084457e-05
Unknown,French | Russian,Portfolio,1,2.1589412552084457e-05
Unknown,French | Russian,Prints,132,0.0028498024568751486
Unknown,French | Russian,Volume,7,0.0001511258878645912
Unknown,French | Russian | Spanish,Volume,1,2.1589412552084457e-05
Unknown,French | Scottish,Prints,1,2.1589412552084457e-05
Unknown,French | Scottish,Volume,1,2.1589412552084457e-05
Unknown,French | Spanish,Drawings,1,2.1589412552084457e-05
Unknown,French | Spanish,Portfolio,8,0.00017271530041667566
Unknown,French | Spanish,Prints,72,0.0015544377037500809
Unknown,French | Spanish,Volume,11,0.00023748353807292904
Unknown,French | Spanish | Swiss,Portfolio,1,2.1589412552084457e-05
Unknown,French | Spanish | Swiss,Prints,80,0.0017271530041667567
Unknown,French | Spanish | Swiss,Volume,1,2.1589412552084457e-05
Unknown,French | Swedish,Prints,67,0.0014464906409896586
Unknown,French | Swiss,Painting,1,2.1589412552084457e-05
Unknown,French | Swiss,Portfolio,2,4.3178825104168914e-05
Unknown,French | Swiss,Prints,50,0.0010794706276042228
Unknown,French | Swiss,Sculpture,1,2.1589412552084457e-05
Unknown,French | Swiss,Volume,21,0.0004533776635937736
Unknown,French | Unknown,Decorative Art,6,0.00012953647531250675
Unknown,French | Unknown,Drawings,11,0.00023748353807292904
Unknown,French | Unknown,Painting,26,0.000561324726354196
Unknown,French | Unknown,Portfolio,1,2.1589412552084457e-05
Unknown,French | Unknown,Prints,5,0.0001079470627604223
Unknown,French | Unknown,Sculpture,16,0.0003454306008333513
Unknown,French | Unknown,Volume,6,0.00012953647531250675
Unknown,French|Belgium,Sculpture-Miniature-Wood,1,2.1589412552084457e-05
Unknown,Friesland,Aerophone-Lip Vibrated-horn,1,2.1589412552084457e-05
Unknown,Gabon,(not assigned),11,0.00023748353807292904
Unknown,Gabon,Aerophone-Lip Vibrated-horn,1,2.1589412552084457e-05
Unknown,Gabon,Bone/Ivory-Musical Instruments,2,4.3178825104168914e-05
Unknown,Gabon,Chordophone-Harp,6,0.00012953647531250675
Unknown,Gabon,Chordophone-Musical Bow,2,4.3178825104168914e-05
Unknown,Gabon,Chordophone-Zither-plucked,2,4.3178825104168914e-05
Unknown,Gabon,Idiophone-Plucked / Depressed,3,6.476823765625337e-05
Unknown,Gabon,Idiophone-Shaken,2,4.3178825104168914e-05
Unknown,Gabon,Idiophone-Shaken-rattle,2,4.3178825104168914e-05
Unknown,Gabon,Idiophone-Struck,1,2.1589412552084457e-05
Unknown,Gabon,Idiophone-Struck-bar-wood,2,4.3178825104168914e-05
Unknown,Gabon,Idiophone-Struck-bell,1,2.1589412552084457e-05
Unknown,Gabon,Idiophone-Struck-bell-clapper,1,2.1589412552084457e-05
Unknown,Gabon,Idiophone-Struck-slit drum,2,4.3178825104168914e-05
Unknown,Gabon,Membranophone-double-headed / biconical drum,1,2.1589412552084457e-05
Unknown,Gabon,Membranophone-double-headed / conical drum,2,4.3178825104168914e-05
Unknown,Gabon,Membranophone-double-headed / cylindrical drum,1,2.1589412552084457e-05
Unknown,Gabon,Membranophone-single-headed / barrel drum-friction,1,2.1589412552084457e-05
Unknown,Gabon,Membranophone-single-headed / cylindrical drum,5,0.0001079470627604223
Unknown,Gabon,Metal-Musical Instruments,1,2.1589412552084457e-05
Unknown,Gabon,Metal-Sculpture,6,0.00012953647531250675
Unknown,Gabon,Wood-Containers|Metal-Containers,1,2.1589412552084457e-05
Unknown,Gabon,Wood-Musical Instruments,1,2.1589412552084457e-05
Unknown,Gabon,Wood-Sculpture,15,0.0003238411882812669
Unknown,Gabon or Equatorial Guinea,Wood-Sculpture,1,2.1589412552084457e-05
Unknown,Gabon or Republic of Congo,Metal-Implements,1,2.1589412552084457e-05
Unknown,Gabon or Republic of Congo,Metal-Sculpture,1,2.1589412552084457e-05
Unknown,Gabon or Republic of Congo,Wood-Ornaments,1,2.1589412552084457e-05
Unknown,Gabon or Republic of Congo,Wood-Sculpture,6,0.00012953647531250675
Unknown,Gabon or Republic of the Congo,Chordophone-Musical Bow,1,2.1589412552084457e-05
Unknown,Gabon or Republic of the Congo,Wood-Sculpture,1,2.1589412552084457e-05
Unknown,Gabon?,Idiophone-Shaken-rattle,1,2.1589412552084457e-05
Unknown,Gallo-Roman or Romano-British,Jewelry,13,0.000280662363177098
Unknown,Gaul,Enamels-Champlevé,3,6.476823765625337e-05
Unknown,Gaul,Metalwork-Copper alloy,1,2.1589412552084457e-05
Unknown,Gaul,Metalwork-Gold,3,6.476823765625337e-05
Unknown,Gaul,Metalwork-Iron,1,2.1589412552084457e-05
Unknown,Gaul,Metalwork-Silver,3,6.476823765625337e-05
Unknown,Gaul (France),Enamels-Champlevé,1,2.1589412552084457e-05
Unknown,Gemany,Ceramics-Pottery,3,6.476823765625337e-05
Unknown,Georgia,Aerophone-Reed Vibrated-bagpipe,1,2.1589412552084457e-05
Unknown,Georgia,Chordophone-Lute-plucked-fretted,1,2.1589412552084457e-05
Unknown,Georgia,Outerwear,1,2.1589412552084457e-05
Unknown,"Georgia, Republic of  [Azerbaijan, Armenia]",Aerophone-Reed Vibrated-double reed,1,2.1589412552084457e-05
Unknown,German,Drawings,1,2.1589412552084457e-05
Unknown,German,Manuscripts and Illuminations,1,2.1589412552084457e-05
Unknown,German,Sculpture-Wood,1,2.1589412552084457e-05
Unknown,German (?),Sculpture,2,4.3178825104168914e-05
Unknown,German or Netherlandish,Drawings,1,2.1589412552084457e-05
Unknown,German | German (?) | Italian,Volume,2,4.3178825104168914e-05
Unknown,German | Greek,Volume,1,2.1589412552084457e-05
Unknown,German | Greek | Italian,Volume,9,0.0001943047129687601
Unknown,German | Italian,Decorative Art,1,2.1589412552084457e-05
Unknown,German | Italian,Drawings,2,4.3178825104168914e-05
Unknown,German | Italian,Portfolio,11,0.00023748353807292904
Unknown,German | Italian,Prints,66,0.0014249012284375743
Unknown,German | Italian,Sculpture,1,2.1589412552084457e-05
Unknown,German | Italian,Volume,9,0.0001943047129687601
Unknown,German | Italian | Netherlandish,Decorative Art,1,2.1589412552084457e-05
Unknown,German | Italian | Unknown,Sculpture,1,2.1589412552084457e-05
Unknown,German | Mosan,Decorative Art,1,2.1589412552084457e-05
Unknown,German | Netherlandish,Drawings,1,2.1589412552084457e-05
Unknown,German | Netherlandish,Portfolio,1,2.1589412552084457e-05
Unknown,German | Netherlandish,Prints,17,0.0003670200133854358
Unknown,German | Netherlandish,Sculpture,11,0.00023748353807292904
Unknown,German | Norwegian,Prints,9,0.0001943047129687601
Unknown,German | Norwegian,Volume,1,2.1589412552084457e-05
Unknown,German | Russian,Volume,14,0.0003022517757291824
Unknown,German | Scandinavian,Sculpture,2,4.3178825104168914e-05
Unknown,German | Spanish,Prints,3,6.476823765625337e-05
Unknown,German | Spanish,Volume,1,2.1589412552084457e-05
Unknown,German | Swedish,Prints,1,2.1589412552084457e-05
Unknown,German | Swiss,Drawings,1,2.1589412552084457e-05
Unknown,German | Swiss,Portfolio,9,0.0001943047129687601
Unknown,German | Swiss,Prints,18,0.0003886094259375202
Unknown,German | Swiss,Volume,12,0.0002590729506250135
Unknown,German | Unknown,Decorative Art,1,2.1589412552084457e-05
Unknown,German | Unknown,Drawings,2,4.3178825104168914e-05
Unknown,German | Unknown,Painting,1,2.1589412552084457e-05
Unknown,German | Unknown,Prints,11,0.00023748353807292904
Unknown,German | Unknown,Sculpture,7,0.0001511258878645912
Unknown,German | Unknown,Volume,2,4.3178825104168914e-05
Unknown,Germany (?),Arms and Armor,5,0.0001079470627604223
Unknown,Germany (?),Ceramic,1,2.1589412552084457e-05
Unknown,Germany (?),Metalwork-Copper alloy,1,2.1589412552084457e-05
Unknown,Germany (?),Miscellaneous,5,0.0001079470627604223
Unknown,Germany (?),Textiles-Tapestries,1,2.1589412552084457e-05
Unknown,Germany (?),Tool,3,6.476823765625337e-05
Unknown,Germany (jug) and England (mounts),Ceramic,1,2.1589412552084457e-05
Unknown,Germany (or Netherlands),Drawings,3,6.476823765625337e-05
Unknown,Germany (present day France),Woodwork-Furniture,1,2.1589412552084457e-05
Unknown,Germany (present-day France),Glass-Stained,1,2.1589412552084457e-05
Unknown,Germany (probably),Aerophone-Lip Vibrated,1,2.1589412552084457e-05
Unknown,Germany / France,Prints,2,4.3178825104168914e-05
Unknown,Germany ?,Jewelry,1,2.1589412552084457e-05
Unknown,Germany ?,Miscellaneous,3,6.476823765625337e-05
Unknown,Germany ?,Sampler,1,2.1589412552084457e-05
Unknown,Germany ?,Tool,1,2.1589412552084457e-05
Unknown,Germany and England,Metalwork,1,2.1589412552084457e-05
Unknown,Germany and Spain,Arms and Armor,1,2.1589412552084457e-05
Unknown,Germany or Austria,Arms and Armor,1,2.1589412552084457e-05
Unknown,Germany or Austria,Chordophone-Harp,1,2.1589412552084457e-05
Unknown,Germany or Austria,Chordophone-Zither-plucked,2,4.3178825104168914e-05
Unknown,Germany or Austria,Metalwork,1,2.1589412552084457e-05
Unknown,Germany or Austria,Sculpture,1,2.1589412552084457e-05
Unknown,Germany or Belgium,Aerophone-Free Reed-concertina / accordion,1,2.1589412552084457e-05
Unknown,Germany or England,Aerophone-Lip Vibrated-horn,1,2.1589412552084457e-05
Unknown,Germany or England,Miscellaneous,1,2.1589412552084457e-05
Unknown,Germany or France,Aerophone-Organ,1,2.1589412552084457e-05
Unknown,Germany or France,Idiophone-Struck-bar-metal,1,2.1589412552084457e-05
Unknown,Germany or France,Sculpture-Wood,1,2.1589412552084457e-05
Unknown,Germany or France,Tool,3,6.476823765625337e-05
Unknown,Germany or France?,Chordophone-Zither-plucked,1,2.1589412552084457e-05
Unknown,Germany or Italy,Aerophone-Lip Vibrated,2,4.3178825104168914e-05
Unknown,Germany or Italy,Aerophone-Whistle Flute-recorder,1,2.1589412552084457e-05
Unknown,Germany or Italy,Tool,1,2.1589412552084457e-05
Unknown,Germany or Italy?,Aerophone-Reed Vibrated-double reed,1,2.1589412552084457e-05
Unknown,Germany or Moravia,Ivory,1,2.1589412552084457e-05
Unknown,Germany or Netherlands,Chordophone-Zither-plucked,1,2.1589412552084457e-05
Unknown,Germany or Netherlands,Sculpture-Stone,1,2.1589412552084457e-05
Unknown,Germany or Northeastern France,Manuscript,3,6.476823765625337e-05
Unknown,Germany or Poland,Aerophone-Reed Vibrated-double reed,1,2.1589412552084457e-05
Unknown,Germany or Russia,Arms and Armor,1,2.1589412552084457e-05
Unknown,Germany or South Germany,Metalwork-Gold,1,2.1589412552084457e-05
Unknown,Germany or Switzerland,Chordophone-Lute-bowed-unfretted,2,4.3178825104168914e-05
Unknown,Germany or Switzerland,Embroidery,1,2.1589412552084457e-05
Unknown,Germany or Switzerland,Glass,1,2.1589412552084457e-05
Unknown,Germany or Switzerland,Tapestry,1,2.1589412552084457e-05
Unknown,Germany or the Netherlands,Enamels-Champlevé,2,4.3178825104168914e-05
Unknown,Germany or the Netherlands,Prints,1,2.1589412552084457e-05
Unknown,Germany(?),Arms and Armor,1,2.1589412552084457e-05
Unknown,Germany(?),Ceramic,1,2.1589412552084457e-05
Unknown,"Germany, France, or Bohemia",Idiophone-Friction,1,2.1589412552084457e-05
Unknown,Germany?,(not assigned),1,2.1589412552084457e-05
Unknown,Germany?,Aerophone-Accessories,3,6.476823765625337e-05
Unknown,Germany?,Aerophone-Blow Hole-side-blown flute (transverse),2,4.3178825104168914e-05
Unknown,Germany?,Aerophone-Lip Vibrated,2,4.3178825104168914e-05
Unknown,Germany?,Aerophone-Lip Vibrated-horn,11,0.00023748353807292904
Unknown,Germany?,Aerophone-Lip Vibrated-trumpet / trombone,2,4.3178825104168914e-05
Unknown,Germany?,Aerophone-Reed Vibrated-double reed,2,4.3178825104168914e-05
Unknown,Germany?,Aerophone-Whistle Flute-recorder,1,2.1589412552084457e-05
Unknown,Germany?,Chordophone-Bowed,1,2.1589412552084457e-05
Unknown,Germany?,Chordophone-Bowed keyboard,2,4.3178825104168914e-05
Unknown,Germany?,Chordophone-Harp,1,2.1589412552084457e-05
Unknown,Germany?,Chordophone-Lute-bowed-unfretted,2,4.3178825104168914e-05
Unknown,Germany?,Chordophone-Zither-plucked,1,2.1589412552084457e-05
Unknown,Germany?,Chordophone-Zither-plucked-harpsichord,1,2.1589412552084457e-05
Unknown,Germany?,Chordophone-Zither-plucked-virginal,1,2.1589412552084457e-05
Unknown,Germany?,Chordophone-Zither-struck-clavichord,1,2.1589412552084457e-05
Unknown,Germany?,Chordophone-Zither-struck-dulcimer,1,2.1589412552084457e-05
Unknown,Germany?,Membranophone-single-headed / kettle drum,1,2.1589412552084457e-05
Unknown,Germany?,Textile,1,2.1589412552084457e-05
Unknown,Germany|Iran,Glass,1,2.1589412552084457e-05
Unknown,Germany|Northern France,Metalwork-Copper alloy,1,2.1589412552084457e-05
Unknown,Ghana (?),Metal-Ornaments,1,2.1589412552084457e-05
Unknown,Ghana or Nigeria,Membranophone-double-headed / cylindrical drum,1,2.1589412552084457e-05
Unknown,Ghana?,Membranophone-single-headed / biconical drum,1,2.1589412552084457e-05
Unknown,Ghanaian,Photographs,3,6.476823765625337e-05
Unknown,Gotland,Metalwork-Copper,1,2.1589412552084457e-05
Unknown,Great Basin,Basketry,5,0.0001079470627604223
Unknown,Great Basin,Ceramic,1,2.1589412552084457e-05
Unknown,Great Britain,Drawings,1,2.1589412552084457e-05
Unknown,Great Britain,Prints,4,8.635765020833783e-05
Unknown,Great Britain,Textile,2,4.3178825104168914e-05
Unknown,Great Britian,Arms and Armor,1,2.1589412552084457e-05
Unknown,Greco-Roman,Sculpture,1,2.1589412552084457e-05
Unknown,Greece,Aerophone-Blow Hole-end-blown flute (vertical),2,4.3178825104168914e-05
Unknown,Greece,Aerophone-Reed Vibrated-bagpipe,2,4.3178825104168914e-05
Unknown,Greece,Aerophone-Reed Vibrated-double reed,1,2.1589412552084457e-05
Unknown,Greece,Arms and Armor,2,4.3178825104168914e-05
Unknown,Greece,Ceramic,69,0.0014896694660938275
Unknown,Greece,Ceramics,1,2.1589412552084457e-05
Unknown,Greece,Chordophone-Lute-bowed-unfretted,3,6.476823765625337e-05
Unknown,Greece,Chordophone-Lute-plucked-fretted,1,2.1589412552084457e-05
Unknown,Greece,Coins,162,0.003497484833437682
Unknown,Greece,Cosmetic Objects,1,2.1589412552084457e-05
Unknown,Greece,Drawings,1,2.1589412552084457e-05
Unknown,Greece,Embroidery,61,0.0013169541656771519
Unknown,Greece,Forgery,1,2.1589412552084457e-05
Unknown,Greece,Glass,1,2.1589412552084457e-05
Unknown,Greece,Idiophone-Struck-bell-without clapper,1,2.1589412552084457e-05
Unknown,Greece,Ivory,6,0.00012953647531250675
Unknown,Greece,Jewelry,10,0.0002158941255208446
Unknown,Greece,Lace,1,2.1589412552084457e-05
Unknown,Greece,Metalwork,21,0.0004533776635937736
Unknown,Greece,Painting,8,0.00017271530041667566
Unknown,Greece,Photographs,3,6.476823765625337e-05
Unknown,Greece,Prints,5,0.0001079470627604223
Unknown,Greece,Sculpture,92,0.0019862259547917703
Unknown,Greece,Stone,3,6.476823765625337e-05
Unknown,Greece,Textile,2,4.3178825104168914e-05
Unknown,Greece,Textiles-Embroidered,3,6.476823765625337e-05
Unknown,Greece,Vessels,1,2.1589412552084457e-05
Unknown,Greece,Volume,1,2.1589412552084457e-05
Unknown,Greece (?),Coins,3,6.476823765625337e-05
Unknown,Greece or Anatolia,Sculpture,1,2.1589412552084457e-05
Unknown,Greece or Italy,Jewelry,3,6.476823765625337e-05
Unknown,Greece or Turkey,Sculpture,1,2.1589412552084457e-05
Unknown,Greece or Turkey,Textiles-Embroidered,1,2.1589412552084457e-05
Unknown,Greece or Turkey,Textiles-Woven,1,2.1589412552084457e-05
Unknown,Greece or the Balkans (possibly),Sculpture-Stone,1,2.1589412552084457e-05
Unknown,Greece?,Chordophone-Lute-bowed-unfretted,1,2.1589412552084457e-05
Unknown,Greece?,Chordophone-Lute-plucked-fretted,1,2.1589412552084457e-05
Unknown,Greece|Turkey,Chordophone-Lute-bowed-unfretted,1,2.1589412552084457e-05
Unknown,Greek (perhaps Black Sea area),Arms and Armor,1,2.1589412552084457e-05
Unknown,Greek or South Italian,Ceramic,1,2.1589412552084457e-05
Unknown,Greek | Italian,Prints,1,2.1589412552084457e-05
Unknown,Greek | Italian,Volume,1,2.1589412552084457e-05
Unknown,Greek | Roman,Sculpture,1,2.1589412552084457e-05
Unknown,Greek | Swiss,Prints,1,2.1589412552084457e-05
Unknown,Greek/South Italian,Ceramic,1,2.1589412552084457e-05
Unknown,Greek/South Italian,Sculpture,3,6.476823765625337e-05
Unknown,Greenland,Membranophone-single-headed / frame drum,1,2.1589412552084457e-05
Unknown,Greenland,Wood-Sculpture,3,6.476823765625337e-05
Unknown,Guatemala,Aerophone-Whistle Flute-recorder,2,4.3178825104168914e-05
Unknown,Guatemala,Ceramic,6,0.00012953647531250675
Unknown,Guatemala,Ceramics-Containers,14,0.0003022517757291824
Unknown,Guatemala,Ceramics-Sculpture,1,2.1589412552084457e-05
Unknown,Guatemala,Chordophone-Harp,1,2.1589412552084457e-05
Unknown,Guatemala,Drawings,3,6.476823765625337e-05
Unknown,Guatemala,Garment,1,2.1589412552084457e-05
Unknown,Guatemala,Idiophone-Struck-bar-wood,1,2.1589412552084457e-05
Unknown,Guatemala,Idiophone-Struck-vessel,1,2.1589412552084457e-05
Unknown,Guatemala,Membranophone-double-headed / cylindrical drum,2,4.3178825104168914e-05
Unknown,Guatemala,Photographs,1,2.1589412552084457e-05
Unknown,Guatemala,Prints,11,0.00023748353807292904
Unknown,Guatemala,Sculpture,3,6.476823765625337e-05
Unknown,Guatemala,Stone,1,2.1589412552084457e-05
Unknown,Guatemala,Stone-Implements,41,0.0008851659146354628
Unknown,Guatemala,Stone-Ornaments,4,8.635765020833783e-05
Unknown,Guatemala,Stone-Ornaments|Jade,1,2.1589412552084457e-05
Unknown,Guatemala,Stone-Sculpture,1,2.1589412552084457e-05
Unknown,Guatemala,Textile,2,4.3178825104168914e-05
Unknown,Guatemala,Textiles,4,8.635765020833783e-05
Unknown,Guatemala,Textiles-Costumes,1,2.1589412552084457e-05
Unknown,Guatemala,Textiles-Costumes-Accessories,1,2.1589412552084457e-05
Unknown,Guatemala,Textiles-Woven,7,0.0001511258878645912
Unknown,Guatemala or Mexico,Ceramics,1,2.1589412552084457e-05
Unknown,Guatemala or Mexico,Ceramics-Containers,9,0.0001943047129687601
Unknown,Guatemala or Mexico,Sculpture,1,2.1589412552084457e-05
Unknown,Guatemala or Mexico,Shell-Ornaments,2,4.3178825104168914e-05
Unknown,Guatemala or Mexico,Stone-Containers,2,4.3178825104168914e-05
Unknown,Guatemala or Mexico,Stone-Ornaments,2,4.3178825104168914e-05
Unknown,Guatemala or Mexico,Stone-Ornaments|Jade,1,2.1589412552084457e-05
Unknown,Guatemala or Mexico,Stone-Sculpture,1,2.1589412552084457e-05
Unknown,Guatemala or Mexico,Wood-Sculpture,1,2.1589412552084457e-05
Unknown,Guatemala(?),Sculpture,1,2.1589412552084457e-05
Unknown,Guatemalan,Photographs,2,4.3178825104168914e-05
Unknown,Guatemalan,Portfolio,11,0.00023748353807292904
Unknown,Guatemalan,Prints,27,0.0005829141389062804
