region,country,type_group,n_objects,share_within_region
Unknown,Guatemala|Guyana,Idiophone-Shaken-rattle,1,2.1589412552084457e-05
Unknown,Guinea,Chordophone-Harp,1,2.1589412552084457e-05
Unknown,Guinea,Textiles,1,2.1589412552084457e-05
Unknown,Guinea,Wood-Musical Instruments,1,2.1589412552084457e-05
Unknown,Guinea,Wood-Sculpture,13,0.000280662363177098
Unknown,Guinea Bissau,Wood-Sculpture,3,6.476823765625337e-05
Unknown,Guinea or Mali or Burkina Faso or Côte d'Ivoire,Wood-Sculpture,2,4.3178825104168914e-05
Unknown,Guinea or Mali or Burkina Faso or Côte d'Ivoire,Woodwork-Furniture,1,2.1589412552084457e-05
Unknown,Guyana,Aerophone,1,2.1589412552084457e-05
Unknown,Guyana,Aerophone-Blow Hole-end-blown flute (vertical),4,8.635765020833783e-05
Unknown,Guyana,Aerophone-Blow Hole-side-blown flute (transverse),2,4.3178825104168914e-05
Unknown,Guyana,Aerophone-Lip Vibrated-trumpet / trombone,1,2.1589412552084457e-05
Unknown,Guyana,Idiophone-Shaken-rattle,9,0.0001943047129687601
Unknown,Guyana,Idiophone-Stamping,1,2.1589412552084457e-05
Unknown,Guyana,Membranophone-double-headed / cylindrical drum,5,0.0001079470627604223
Unknown,Guyana,Membranophone-single-headed / cylindrical drum,1,2.1589412552084457e-05
Unknown,Haiti,Drawings,1,2.1589412552084457e-05
Unknown,Haitian,Decorative Art,2,4.3178825104168914e-05
Unknown,Haitian,Painting,12,0.0002590729506250135
Unknown,Haute Garonne.,Installations,1,2.1589412552084457e-05
Unknown,Hephtalite,Coins,3,6.476823765625337e-05
Unknown,Herzegovina (former Yugoslavia),Aerophone-Reed Vibrated,1,2.1589412552084457e-05
Unknown,Hilt:  Italy (?); Blade:  Germany,Arms and Armor,1,2.1589412552084457e-05
Unknown,Hilt: England; Blade: Germany,Arms and Armor,1,2.1589412552084457e-05
Unknown,Himalyas,Sculpture,1,2.1589412552084457e-05
Unknown,Hispano-Flemish,Painting,5,0.0001079470627604223
Unknown,Hittite,Sculpture,1,2.1589412552084457e-05
Unknown,Holland,Idiophone-Struck-bell-clapper,2,4.3178825104168914e-05
Unknown,Holland (?),Arms and Armor,1,2.1589412552084457e-05
Unknown,Honduras,Ceramic,1,2.1589412552084457e-05
Unknown,Honduras,Jade,2,4.3178825104168914e-05
Unknown,Honduras,Sculpture,3,6.476823765625337e-05
Unknown,Honduras,Stone-Containers,1,2.1589412552084457e-05
Unknown,Honduras,Stone-Implements,1,2.1589412552084457e-05
Unknown,Honduras,Stone-Sculpture,2,4.3178825104168914e-05
Unknown,Hungarian,Drawings,1,2.1589412552084457e-05
Unknown,Hungarian,Photographs,25,0.0005397353138021114
Unknown,Hungarian,Prints,19,0.0004101988384896047
Unknown,Hungarian,Sculpture,1,2.1589412552084457e-05
Unknown,Hungarian,Volume,7,0.0001511258878645912
Unknown,Hungary,Aerophone-Reed Vibrated-single reed conical,2,4.3178825104168914e-05
Unknown,Hungary,Ceramic,3,6.476823765625337e-05
Unknown,Hungary,Ceramics-Tiles,1,2.1589412552084457e-05
Unknown,Hungary,Chordophone-Zither-plucked,2,4.3178825104168914e-05
Unknown,Hungary,Chordophone-Zither-struck-dulcimer,1,2.1589412552084457e-05
Unknown,Hungary,Drawings,11,0.00023748353807292904
Unknown,Hungary,Embroidery,1,2.1589412552084457e-05
Unknown,Hungary,Garment,1,2.1589412552084457e-05
Unknown,Hungary,Glass,1,2.1589412552084457e-05
Unknown,Hungary,Idiophone-Struck-bell,1,2.1589412552084457e-05
Unknown,Hungary,Jewelry,56,0.0012090071029167296
Unknown,Hungary,Lace,1,2.1589412552084457e-05
Unknown,Hungary,Metalwork,7,0.0001511258878645912
Unknown,Hungary,Painting,3,6.476823765625337e-05
Unknown,Hungary,Photographs,1,2.1589412552084457e-05
Unknown,Hungary,Prints,53,0.0011442388652604762
Unknown,Hungary,Reproductions,16,0.0003454306008333513
Unknown,Hungary,Reproductions-Metalwork,5,0.0001079470627604223
Unknown,Hungary (?),Jewelry,1,2.1589412552084457e-05
Unknown,Hungary / France,Prints,2,4.3178825104168914e-05
Unknown,Hungary or Slovenia,Aerophone-Reed Vibrated-bagpipe,1,2.1589412552084457e-05
Unknown,Hunnish,Jewelry,1,2.1589412552084457e-05
Unknown,Ialty,Glass,1,2.1589412552084457e-05
Unknown,Iberian Peninsula,Metalwork-Bronze,1,2.1589412552084457e-05
Unknown,Iceland,Metalwork,9,0.0001943047129687601
Unknown,Iceland,Time-based Media,1,2.1589412552084457e-05
Unknown,Icelandic,Prints,1,2.1589412552084457e-05
Unknown,India (?),Jewelry,5,0.0001079470627604223
Unknown,India (?),Metalwork,1,2.1589412552084457e-05
Unknown,India (?),Miscellaneous,1,2.1589412552084457e-05
Unknown,India (?),Textiles-Costumes,1,2.1589412552084457e-05
Unknown,India (Golconda or Bidar),Metal,1,2.1589412552084457e-05
Unknown,India (north),Membranophone-single-headed / kettle drum,1,2.1589412552084457e-05
Unknown,India - Rajputana or Malwa,Jewelry,1,2.1589412552084457e-05
Unknown,India ? Iran ? Herat ?,Carpet,1,2.1589412552084457e-05
Unknown,India and Italy,Albums,2,4.3178825104168914e-05
Unknown,India and Italy,Photographs,1,2.1589412552084457e-05
Unknown,India or China,Jewelry,1,2.1589412552084457e-05
Unknown,India or Iran,Codices,10,0.0002158941255208446
Unknown,India or Iran,Jewelry,1,2.1589412552084457e-05
Unknown,India or Iran,Metal,3,6.476823765625337e-05
Unknown,India or Iran,Textiles-Brocades,4,8.635765020833783e-05
Unknown,India or Iran,Textiles-Painted and/or Printed,1,2.1589412552084457e-05
Unknown,India or Iran (Persia),Textile,1,2.1589412552084457e-05
Unknown,India or Kashmir,Manuscript,3,6.476823765625337e-05
Unknown,India or Nepal,Metal,1,2.1589412552084457e-05
Unknown,India or Pakistan,Textiles-Costumes,1,2.1589412552084457e-05
Unknown,India or Pakistan,Textiles-Rugs,3,6.476823765625337e-05
Unknown,India or Pakistan,Wood,1,2.1589412552084457e-05
Unknown,India or Persia,Textile,1,2.1589412552084457e-05
Unknown,India or Sri Lanka,Ivories and Bone,1,2.1589412552084457e-05
Unknown,India or Syria,Wood,1,2.1589412552084457e-05
Unknown,India or Turkey,Metal,1,2.1589412552084457e-05
Unknown,India or present-day Pakistan,Textiles-Rugs,2,4.3178825104168914e-05
Unknown,"India, Nepal or Tibet",Metal,1,2.1589412552084457e-05
Unknown,India?,Aerophone-Lip Vibrated-horn,1,2.1589412552084457e-05
Unknown,India?,Aerophone-Reed Vibrated-double reed,1,2.1589412552084457e-05
Unknown,India?,Aerophone-Whistle Flute-flageolet,3,6.476823765625337e-05
Unknown,India?,Aerophone-Whistle Flute-recorder,1,2.1589412552084457e-05
Unknown,Indiaal,Codices,2,4.3178825104168914e-05
Unknown,Indian | Persian,Decorative Art,1,2.1589412552084457e-05
Unknown,India|Egypt,Textiles-Painted and/or Printed,19,0.0004101988384896047
Unknown,India|India,Codices,5,0.0001079470627604223
Unknown,India|India,Lacquer,1,2.1589412552084457e-05
Unknown,India|Nepal,Aerophone-Lip Vibrated-trumpet / trombone,1,2.1589412552084457e-05
Unknown,India|Pakistan,Chordophone-Lute-plucked-unfretted,1,2.1589412552084457e-05
Unknown,India|present-day Afghanistan or Iran,Codices,1,2.1589412552084457e-05
Unknown,Indo-Chinese,Jewelry,7,0.0001511258878645912
Unknown,Indonesia,Accessory-Waist,1,2.1589412552084457e-05
Unknown,Indonesia,Aerophone-Blow Hole-end-blown flute (vertical),7,0.0001511258878645912
Unknown,Indonesia,Aerophone-Blow Hole-panpipe,1,2.1589412552084457e-05
Unknown,Indonesia,Aerophone-Free Aerophone,1,2.1589412552084457e-05
Unknown,Indonesia,Aerophone-Free Reed-mouth organ,2,4.3178825104168914e-05
Unknown,Indonesia,Arms and Armor,19,0.0004101988384896047
Unknown,Indonesia,Bark-Containers,4,8.635765020833783e-05
Unknown,Indonesia,Barkcloth|Textiles,4,8.635765020833783e-05
Unknown,Indonesia,Basketry-Containers,9,0.0001943047129687601
Unknown,Indonesia,Basketry-Costumes,19,0.0004101988384896047
Unknown,Indonesia,Basketry-Implements,6,0.00012953647531250675
Unknown,Indonesia,Basketry-Musical Instruments,1,2.1589412552084457e-05
Unknown,Indonesia,Basketry-Ornaments,4,8.635765020833783e-05
Unknown,Indonesia,Basketry-Sculpture,25,0.0005397353138021114
Unknown,Indonesia,Beads-Containers,3,6.476823765625337e-05
Unknown,Indonesia,Beads-Costumes,2,4.3178825104168914e-05
Unknown,Indonesia,Beads-Ornaments,14,0.0003022517757291824
Unknown,Indonesia,Bone/Ivory-Containers,1,2.1589412552084457e-05
Unknown,Indonesia,Bone/Ivory-Implements,27,0.0005829141389062804
Unknown,Indonesia,Bone/Ivory-Implements|Ivories-Horn,3,6.476823765625337e-05
Unknown,Indonesia,Bone/Ivory-Ornaments,12,0.0002590729506250135
Unknown,Indonesia,Bone/Ivory-Sculpture,14,0.0003022517757291824
Unknown,Indonesia,Ceramics-Containers,6,0.00012953647531250675
Unknown,Indonesia,Chordophone-Bowed,2,4.3178825104168914e-05
Unknown,Indonesia,Chordophone-Lute-bowed-unfretted,2,4.3178825104168914e-05
Unknown,Indonesia,Chordophone-Lute-plucked,1,2.1589412552084457e-05
Unknown,Indonesia,Chordophone-Lute-plucked-unfretted,3,6.476823765625337e-05
Unknown,Indonesia,Chordophone-Zither,1,2.1589412552084457e-05
Unknown,Indonesia,Chordophone-Zither-plucked,1,2.1589412552084457e-05
Unknown,Indonesia,Chordophone-Zither-plucked-tube,3,6.476823765625337e-05
Unknown,Indonesia,Chordophone-Zither-struck-dulcimer,1,2.1589412552084457e-05
Unknown,Indonesia,Feathers-Costumes,1,2.1589412552084457e-05
Unknown,Indonesia,Feathers-Ornaments,20,0.0004317882510416892
Unknown,Indonesia,Garment,3,6.476823765625337e-05
Unknown,Indonesia,Glass,1,2.1589412552084457e-05
Unknown,Indonesia,Gourd-Containers,1,2.1589412552084457e-05
Unknown,Indonesia,Gourd-Implements,1,2.1589412552084457e-05
Unknown,Indonesia,Hide-Costumes,2,4.3178825104168914e-05
Unknown,Indonesia,Hide-Sculpture,2,4.3178825104168914e-05
Unknown,Indonesia,Idiophone-Concussion,2,4.3178825104168914e-05
Unknown,Indonesia,Idiophone-Shaken,3,6.476823765625337e-05
Unknown,Indonesia,Idiophone-Shaken-crotal bell,1,2.1589412552084457e-05
Unknown,Indonesia,Idiophone-Shaken-rattle,1,2.1589412552084457e-05
Unknown,Indonesia,Idiophone-Stamping,1,2.1589412552084457e-05
Unknown,Indonesia,Idiophone-Struck-bar-metal,4,8.635765020833783e-05
Unknown,Indonesia,Idiophone-Struck-bell,1,2.1589412552084457e-05
Unknown,Indonesia,Idiophone-Struck-bell-clapper,6,0.00012953647531250675
Unknown,Indonesia,Idiophone-Struck-gong,3,6.476823765625337e-05
Unknown,Indonesia,Idiophone-Struck-slit drum,4,8.635765020833783e-05
Unknown,Indonesia,Ivories-Horn|Bone/Ivory-Implements|Metal-Implements,1,2.1589412552084457e-05
Unknown,Indonesia,Main dress,3,6.476823765625337e-05
Unknown,Indonesia,Membranophone,1,2.1589412552084457e-05
Unknown,Indonesia,Membranophone-double-headed / barrel drum,1,2.1589412552084457e-05
Unknown,Indonesia,Membranophone-single-headed / cylindrical drum,3,6.476823765625337e-05
Unknown,Indonesia,Membranophone-single-headed / goblet drum,1,2.1589412552084457e-05
Unknown,Indonesia,Membranophone-single-headed / waisted drum,1,2.1589412552084457e-05
Unknown,Indonesia,Metal-Containers,4,8.635765020833783e-05
Unknown,Indonesia,Metal-Implements,18,0.0003886094259375202
Unknown,Indonesia,Metal-Implements|Ivories-Horn|Bone/Ivory-Implements,1,2.1589412552084457e-05
Unknown,Indonesia,Metal-Musical Instruments,1,2.1589412552084457e-05
Unknown,Indonesia,Metal-Ornaments,27,0.0005829141389062804
Unknown,Indonesia,Metal-Sculpture,1,2.1589412552084457e-05
Unknown,Indonesia,Photographs,3,6.476823765625337e-05
Unknown,Indonesia,Sculpture,6,0.00012953647531250675
Unknown,Indonesia,Shell-Implements,4,8.635765020833783e-05
Unknown,Indonesia,Shell-Ornaments,2,4.3178825104168914e-05
Unknown,Indonesia,Stone-Sculpture,7,0.0001511258878645912
Unknown,Indonesia,Textile,44,0.0009499341522917162
Unknown,Indonesia,Textiles,50,0.0010794706276042228
Unknown,Indonesia,Textiles-Beadwork,12,0.0002590729506250135
Unknown,Indonesia,Textiles-Costumes,30,0.0006476823765625338
Unknown,Indonesia,Textiles-Costumes-Accessories,7,0.0001511258878645912
Unknown,Indonesia,Textiles-Ornaments,1,2.1589412552084457e-05
Unknown,Indonesia,Textiles-Woven,315,0.006800664953906604
Unknown,Indonesia,Tool,1,2.1589412552084457e-05
Unknown,Indonesia,Wood-Architectural,17,0.0003670200133854358
Unknown,Indonesia,Wood-Containers,70,0.001511258878645912
Unknown,Indonesia,Wood-Costumes,1,2.1589412552084457e-05
Unknown,Indonesia,Wood-Furniture,5,0.0001079470627604223
Unknown,Indonesia,Wood-Implements,291,0.006282519052656577
Unknown,Indonesia,Wood-Musical Instruments,81,0.001748742416718841
Unknown,Indonesia,Wood-Musical Instruments|Ivories-Horn|Metal,1,2.1589412552084457e-05
Unknown,Indonesia,Wood-Ornaments,6,0.00012953647531250675
Unknown,Indonesia,Wood-Paintings,2,4.3178825104168914e-05
Unknown,Indonesia,Wood-Sculpture,207,0.0044690083982814825
Unknown,Indonesia,Woodwork-Architectural,1,2.1589412552084457e-05
Unknown,Indonesia or Malaysia,Arms and Armor,3,6.476823765625337e-05
Unknown,Indonesia or Malaysia,Metal-Implements,1,2.1589412552084457e-05
Unknown,Indonesia?,Membranophone,1,2.1589412552084457e-05
Unknown,Indonesian,Painting,3,6.476823765625337e-05
Unknown,Indonesian,Prints,5,0.0001079470627604223
Unknown,Intermediate Region,Metalwork,1,2.1589412552084457e-05
Unknown,Iran (?),Arms and Armor,1,2.1589412552084457e-05
Unknown,Iran (?),Textile,1,2.1589412552084457e-05
Unknown,Iran (Persia),Aerophone-Blow Hole-end-blown flute (vertical),1,2.1589412552084457e-05
Unknown,Iran (Persia),Aerophone-Whistle Flute-recorder,1,2.1589412552084457e-05
Unknown,Iran (Persia),Chordophone-Lute-bowed-unfretted,3,6.476823765625337e-05
Unknown,Iran (Persia),Chordophone-Lute-plucked-fretted,5,0.0001079470627604223
Unknown,Iran (Persia),Membranophone,1,2.1589412552084457e-05
Unknown,Iran (Persia),Membranophone-single-headed / frame drum,1,2.1589412552084457e-05
Unknown,Iran (Persia),Membranophone-single-headed / goblet drum,2,4.3178825104168914e-05
Unknown,Iran (Persia),Membranophone-single-headed / kettle drum,1,2.1589412552084457e-05
Unknown,Iran (Persia) and Turkey,Membranophone-single-headed / frame drum,1,2.1589412552084457e-05
Unknown,Iran (modern Afghanistan),Coins,1,2.1589412552084457e-05
Unknown,Iran ?,Textile,9,0.0001943047129687601
Unknown,Iran and Turkey,Codices,1,2.1589412552084457e-05
Unknown,Iran or Afghanistan,Codices,2,4.3178825104168914e-05
Unknown,Iran or Afghanistan,Metal,1,2.1589412552084457e-05
Unknown,Iran or Afghanistan,Metalwork,1,2.1589412552084457e-05
Unknown,Iran or Afghanistan,Textiles,1,2.1589412552084457e-05
Unknown,Iran or Azerbaijan,Textiles-Rugs,1,2.1589412552084457e-05
Unknown,Iran or Caucasus,Metal,1,2.1589412552084457e-05
Unknown,Iran or Central Asia,Arms and Armor,1,2.1589412552084457e-05
Unknown,Iran or Central Asia,Ceramics,1,2.1589412552084457e-05
Unknown,Iran or Central Asia,Codices,3,6.476823765625337e-05
Unknown,Iran or Central Asia,Garment,1,2.1589412552084457e-05
Unknown,Iran or Central Asia,Jewelry,7,0.0001511258878645912
Unknown,Iran or Central Asia,Manuscript,1,2.1589412552084457e-05
Unknown,Iran or Central Asia,Metal,6,0.00012953647531250675
Unknown,Iran or Europe,Textiles-Brocades,1,2.1589412552084457e-05
Unknown,Iran or India,Codices,1,2.1589412552084457e-05
Unknown,Iran or India,Textiles-Rugs,1,2.1589412552084457e-05
Unknown,Iran or India; possibly assembled or refurbished in Rome,Textiles-Woven,1,2.1589412552084457e-05
Unknown,Iran or Iraq,Calligraphy,2,4.3178825104168914e-05
Unknown,Iran or Iraq,Ceramic,1,2.1589412552084457e-05
Unknown,Iran or Iraq,Ceramics,10,0.0002158941255208446
Unknown,Iran or Iraq,Codices,8,0.00017271530041667566
Unknown,Iran or Iraq,Embroidery,4,8.635765020833783e-05
Unknown,Iran or Iraq,Glass,2,4.3178825104168914e-05
Unknown,Iran or Iraq,Metal,4,8.635765020833783e-05
Unknown,Iran or Iraq,Metalwork,1,2.1589412552084457e-05
Unknown,Iran or Iraq,Seals,2,4.3178825104168914e-05
Unknown,Iran or Iraq,Textile,44,0.0009499341522917162
Unknown,Iran or Iraq,Textiles-Woven,2,4.3178825104168914e-05
Unknown,Iran or Iraq,Velvet,3,6.476823765625337e-05
Unknown,Iran or Iraq ?,Textile,2,4.3178825104168914e-05
Unknown,Iran or Italy,Glass,1,2.1589412552084457e-05
Unknown,Iran or Northern India,Jewelry,1,2.1589412552084457e-05
Unknown,Iran or Syria,Metal,1,2.1589412552084457e-05
Unknown,Iran or Turkey,Codices,9,0.0001943047129687601
Unknown,Iran or Turkey,Glass,12,0.0002590729506250135
Unknown,Iran or Turkey,Jewelry,1,2.1589412552084457e-05
Unknown,Iran or Turkey,Metal,3,6.476823765625337e-05
Unknown,Iran or Turkey,Textiles,2,4.3178825104168914e-05
Unknown,Iran or Turkey,Textiles-Embroidered,1,2.1589412552084457e-05
Unknown,Iran or Turkey,Textiles-Woven,1,2.1589412552084457e-05
Unknown,Iran or present-day Turkmenistan,Ceramics,1,2.1589412552084457e-05
Unknown,Iran or present-day Uzbekistan,Ceramics,7,0.0001511258878645912
Unknown,"Iran, Iraq, or Egypt",Textiles-Woven,1,2.1589412552084457e-05
Unknown,"Iran, Syria or Turkey",Ceramics,1,2.1589412552084457e-05
Unknown,Iran?,Aerophone,1,2.1589412552084457e-05
Unknown,Iran?,Aerophone-Whistle Flute-whistle,1,2.1589412552084457e-05
Unknown,Iran?,Chordophone-Lute-plucked,1,2.1589412552084457e-05
Unknown,Iran?,Membranophone-single-headed / frame drum,1,2.1589412552084457e-05
Unknown,Iranian,Drawings,2,4.3178825104168914e-05
Unknown,Iranian,Photographs,8,0.00017271530041667566
Unknown,Iranian,Portfolio,1,2.1589412552084457e-05
Unknown,Iranian,Time-Based Media Art,1,2.1589412552084457e-05
Unknown,Iran|China,Ceramics,11,0.00023748353807292904
Unknown,Iran|Egypt,Gaming pieces,1,2.1589412552084457e-05
Unknown,Iran|Iran,Ceramics,93,0.0020078153673438546
Unknown,Iran|Iran,Ceramics-Tiles,1,2.1589412552084457e-05
Unknown,Iran|Iran,Coins,81,0.001748742416718841
Unknown,Iran|Iran,Glass,5,0.0001079470627604223
Unknown,Iran|Iran,Metal,3,6.476823765625337e-05
Unknown,Iran|Iran,Stone,4,8.635765020833783e-05
Unknown,Iran|Iran,Stucco,1,2.1589412552084457e-05
Unknown,Iran|Iran or Central Asia,Ceramics,3,6.476823765625337e-05
Unknown,Iran|Iran or Uzbekistan,Ceramics,3,6.476823765625337e-05
Unknown,Iran|Iran or present-day Uzbekistan,Ceramics,2,4.3178825104168914e-05
Unknown,Iran|Iraq,Ceramics,6,0.00012953647531250675
Unknown,Iran|Iraq or western Iran,Ceramics,1,2.1589412552084457e-05
Unknown,Iran|Syria or Iraq,Glass,1,2.1589412552084457e-05
Unknown,Iran|present-day Afghanistan,Codices,1,2.1589412552084457e-05
Unknown,Iran|present-day Uzbekistan,Ceramics,2,4.3178825104168914e-05
Unknown,Iran|present-day Uzbekistan,Coins,29,0.0006260929640104492
Unknown,Iran|probably Iran,Glass,1,2.1589412552084457e-05
Unknown,Iraq,Accessory-Headwear-Menswear,1,2.1589412552084457e-05
Unknown,Iraq,Calligraphy,1,2.1589412552084457e-05
Unknown,Iraq,Ceramic,3,6.476823765625337e-05
Unknown,Iraq,Ceramics,278,0.0060018566894794794
Unknown,Iraq,Ceramics-Tiles,2,4.3178825104168914e-05
Unknown,Iraq,Codices,12,0.0002590729506250135
Unknown,Iraq,Coins,8,0.00017271530041667566
Unknown,Iraq,Embroidery,2,4.3178825104168914e-05
Unknown,Iraq,Glass,59,0.001273775340572983
Unknown,Iraq,Ivories and Bone,3,6.476823765625337e-05
Unknown,Iraq,Jewelry,6,0.00012953647531250675
Unknown,Iraq,Main dress-Menswear,5,0.0001079470627604223
Unknown,Iraq,Main dress-Womenswear,1,2.1589412552084457e-05
Unknown,Iraq,Manuscript,8,0.00017271530041667566
Unknown,Iraq,Metal,3,6.476823765625337e-05
Unknown,Iraq,Metalwork,1,2.1589412552084457e-05
Unknown,Iraq,Outerwear,1,2.1589412552084457e-05
Unknown,Iraq,Reproductions,4,8.635765020833783e-05
Unknown,Iraq,Seals,1,2.1589412552084457e-05
Unknown,Iraq,Stone,1,2.1589412552084457e-05
