region,country,type_group,n_objects
Unknown,Austria,Ceramics,1
Unknown,Austria,Ceramics-Pottery,1
Unknown,Austria,Ceramics-Tiles,1
Unknown,Austria,Chordophone,1
Unknown,Austria,Chordophone-Accessories-bow,1
Unknown,Austria,Chordophone-Bowed,1
Unknown,Austria,Chordophone-Lute-bowed,1
Unknown,Austria,Embroidery,1
Unknown,Austria,Idiophone-Struck-bar-glass,1
Unknown,Austria,Metalwork-Brass,1
Unknown,Austria,Metalwork-Copper,1
Unknown,Austria,Metalwork-Lead,1
Unknown,Austria,Sampler,1
Unknown,Austria,Sculpture-Stone,1
Unknown,Austria,Time-based Media,1
Unknown,Austria (?),Ceramic,1
Unknown,Austria (Vienna),Miscellaneous,1
Unknown,Austria / Germany,Aerophone-Lip Vibrated-horn,1
Unknown,Austria ?,Aerophone-Whistle Flute-recorder,1
Unknown,Austria ?,Embroidery,1
Unknown,Austria/Hungary,Photograph,1
Unknown,Austria?,Aerophone-Whistle Flute-recorder,1
Unknown,Austria?,Chordophone-Lute-plucked-fretted,1
Unknown,Austria?,Chordophone-Zither-struck-piano,1
Unknown,Austria?,Metalwork-Iron,1
Unknown,Austrian,Decorative Art,1
Unknown,Austrian,Textiles-Dyed,1
Unknown,Ayyubid Syria,Ceramic,1
Unknown,Azerbaijan,Aerophone-Reed Vibrated-double reed,1
Unknown,Azerbaijan,Carpet,1
Unknown,Azerbaijan,Membranophone-single-headed / frame drum,1
Unknown,Azerbaijan,Textile,1
Unknown,Azerbaijan,Textiles,1
Unknown,Azerbaijan,Woodwork-Furniture,1
Unknown,Azerbaijan?,Chordophone-Lute-plucked-fretted,1
Unknown,Bahamian,Sculpture,1
Unknown,Balkan,Arms and Armor,1
Unknown,Belgium,Aerophone-Accessories,1
Unknown,Belgium,Aerophone-Blow Hole-side-blown flute (transverse),1
Unknown,Belgium,Aerophone-Whistle Flute-flageolet,1
Unknown,Belgium,Chordophone-Lute-plucked-fretted,1
Unknown,Belgium,Chordophone-Zither-plucked,1
Unknown,Belgium,Furniture and woodwork,1
Unknown,Belgium,Paintings-Panels,1
Unknown,Belgium,Portrait Miniature,1
Unknown,Belgium,Sculpture-Stone,1
Unknown,Belgium ?,Aerophone-Reed Vibrated-double reed,1
Unknown,Belgium/France,Ceramic,1
Unknown,Belgium?,Aerophone-Accessories,1
Unknown,Belgium?,Aerophone-Whistle Flute-recorder,1
Unknown,Belgium?,Idiophone-Struck-bell-clapper,1
Unknown,Benin,Aerophone-Lip Vibrated-horn,1
Unknown,Benin,Aerophone-Lip Vibrated-trumpet / trombone,1
Unknown,Benin,Chordophone-Zither-plucked,1
Unknown,Benin,Idiophone-Struck-bell-clapper,1
Unknown,Benin,Idiophone-Struck-bell-without clapper,1
Unknown,Blade: Spain,Arms and Armor,1
Unknown,Bohemia,Aerophone-Blow Hole-side-blown flute (transverse),1
Unknown,Bohemia,Chordophone-Bowed,1
Unknown,Bohemia,Metalwork-Silver,1
Unknown,Bohemia,Sculpture,1
Unknown,Bohemia (Hungary),Aerophone-Reed Vibrated-single reed cylindrical,1
Unknown,Borneo,Accessory,1
Unknown,Borneo,Aerophone-Blow Hole-end-blown flute (vertical),1
Unknown,Borneo,Aerophone-Blow Hole-nose flute,1
Unknown,Borneo,Aerophone-Blow Hole-side-blown flute (transverse),1
Unknown,Borneo,Aerophone-Reed Vibrated-pipe,1
Unknown,Borneo,Aerophone-Whistle Flute-flageolet,1
Unknown,Borneo,Main dress-Womenswear,1
Unknown,Borneo,Membranophone-single-headed / cylindrical drum,1
Unknown,Borneo,Membranophone-single-headed / waisted drum,1
Unknown,Borneo,Textile,1
Unknown,Borneo,Textiles-Beadwork,1
Unknown,Borneo,Textiles-Costumes-Accessories,1
Unknown,Bosnia,Aerophone-Whistle Flute-recorder,1
Unknown,Bosnia,Textiles-Embroidered,1
Unknown,Bosnian,Portfolio,1
Unknown,Brazil,Aerophone-Lip Vibrated-horn,1
Unknown,Brazil,Aerophone|Idiophone-Struck-vessel,1
Unknown,Brazil,Ceramics-Containers,1
Unknown,Brazil,Drawing,1
Unknown,Brazil,Idiophone-Shaken,1
Unknown,Brazil,Idiophone-Shaken-rattle,1
Unknown,Brazil,Membranophone-double-headed / cylindrical drum,1
Unknown,Brazil,Membranophone-single-headed / cylindrical drum-friction,1
Unknown,Brazil,Portfolio,1
Unknown,Brazil,Textiles-Implements,1
Unknown,Brazil,Volume,1
Unknown,Brazil (?),Feathers-Costumes,1
Unknown,Brazil (?),Wood-Implements,1
Unknown,Brazil?,Aerophone-Whistle Flute-whistle flute,1
Unknown,Brazil?,Chordophone-Lute-plucked-fretted,1
Unknown,Brazil?,Idiophone-Shaken-rattle,1
Unknown,British India,Painting,1
Unknown,Bruges?,Sculpture,1
Unknown,Brussels,Textiles-Tapestries,1
Unknown,Bulgaria,Chordophone-Lute-plucked-fretted,1
Unknown,Bulgaria,Chordophone-Zither-bowed,1
Unknown,Bulgaria,Textiles-Embroidered,1
Unknown,Bulgaria,Textiles-Laces,1
Unknown,Bulgaria?,Aerophone-Blow Hole-end-blown flute (vertical),1
Unknown,Burkina Faso,Aerophone-Blow Hole-end-blown flute (vertical),1
Unknown,Burkina Faso,Aerophone-Whistle Flute,1
Unknown,Burkina Faso,Basketry-Containers,1
Unknown,Burkina Faso,Beads-Costumes,1
Unknown,Burkina Faso,Metal-Sculpture,1
Unknown,Burkina Faso,Sculpture,1
Unknown,Burkina Faso,Wood-Furniture,1
Unknown,Burkina Faso,Wood-Implements,1
Unknown,Burkina Faso (?),Metal-Ornaments,1
Unknown,Burma (Myanmar),Lacquer,1
Unknown,Burma (Myanmar),Sculpture,1
Unknown,Burma?,Idiophone-Struck-bell-clapper,1
Unknown,Burudjird(?),Metalwork,1
Unknown,Byzantine (Dalmatian?),Painting,1
Unknown,Byzantine Egypt,Enamels-Champlevé,1
Unknown,Byzantine Egypt,Glass-Miscellany,1
Unknown,Byzantine Egypt,Horn-Ornaments,1
Unknown,Byzantine Egypt,Ivories-Elephant,1
Unknown,Byzantine Egypt,Jewelry|Sculpture-Stone|Accessory-Hand and Arm wear,1
Unknown,Byzantine Egypt,Lapidary Work-Crystal,1
Unknown,Byzantine Egypt,Lapidary Work-Hematite,1
Unknown,Byzantine Egypt,Metalwork-Gold,1
Unknown,Byzantine Egypt,Miscellaneous-Wax,1
Unknown,Byzantine Egypt,Parts-Wood,1
Unknown,Byzantine Egypt,Sculpture-Architectural-Stone,1
Unknown,Byzantine Egypt,Sculpture-Miniature,1
Unknown,Byzantine Egypt,Stone-Ostraca,1
Unknown,Byzantine Egypt,Textiles-Tapestries,1
Unknown,Byzantine Egypt,Woodwork-Architectural,1
Unknown,Byzantine Empire,Ceramic,1
Unknown,Byzantium,Enamel,1
Unknown,Byzantium. Russia,Painting,1
Unknown,Byzantium; Palestine,Metalwork,1
Unknown,California (?),Basketry,1
Unknown,California; Pomo (Eastern); Lake County,Basketry,1
Unknown,Cambodia,Chordophone-Zither,1
Unknown,Cambodia,Chordophone-Zither-plucked-long zither,1
Unknown,Cambodia,Idiophone-Struck-bell-clapper,1
Unknown,Cambodia,Membranophone,1
Unknown,Cambodia,Membranophone-single-headed / waisted drum,1
Unknown,Cambodia,Musical Instrument,1
Unknown,Cambodia,Stone,1
Unknown,Cameroon,Beads-Furniture,1
Unknown,Cameroon,Bone/Ivory-Implements,1
Unknown,Cameroon,Bone/Ivory-Sculpture,1
Unknown,Cameroon,Idiophone-Shaken-rattle,1
Unknown,Cameroon,Idiophone-Struck-bell,1
Unknown,Cameroon,Membranophone-single-headed / cylindrical drum,1
Unknown,Cameroon,Metal-Containers,1
Unknown,Cameroon,Metal-Musical Instruments,1
Unknown,Cameroon,Sculpture,1
Unknown,Cameroon,Textiles-Beadwork|Textiles-Costumes,1
Unknown,Cameroon,Textiles-Dyed,1
Unknown,Cameroon,Textiles-Sculpture,1
Unknown,Cameroon,Wax-Sculpture,1
Unknown,Cameroon?,Idiophone-Plucked / Depressed,1
Unknown,Canada: N.A.,Idiophone-Struck-vessel,1
Unknown,Caribbean,Photograph,1
Unknown,Caribbean,Sculpture,1
Unknown,Caucasus,Arms and Armor,1
Unknown,Caucasus,Carpet,1
Unknown,Caucasus,Metalwork,1
Unknown,Caucasus,Textiles-Woven-Brocade,1
Unknown,Causasus,Arms and Armor,1
Unknown,Central Africa,Furniture and woodwork,1
Unknown,Central Africa,Garment,1
Unknown,Central Africa,Implements,1
Unknown,Central Africa,Jewelry,1
Unknown,Central Africa,Mask,1
Unknown,Central Africa,Tool,1
Unknown,Central African Republic,Metal-Implements,1
Unknown,Central African Republic,Paper-Photographs,1
Unknown,Central African Republic,Wood-Musical Instruments,1
Unknown,Central Andes,Musical Instrument,1
Unknown,Central Andes,Silver,1
Unknown,Central Andes,Stone,1
Unknown,Central Andes,Vessels,1
Unknown,Central Andes,Wood,1
Unknown,Central Asia,Ceramic,1
Unknown,Central Asia,Garment,1
Unknown,Central Asia,Sculpture,1
Unknown,Central Asia,Textiles-Embroidered,1
Unknown,Central China,Textile,1
Unknown,Central Europe,Ivories-Bone,1
Unknown,Central Europe,Jewelry,1
Unknown,Central Europe,Lace,1
Unknown,Central Europe,Metalwork-Gold,1
Unknown,Central Europe,Woodwork-Miscellany,1
Unknown,Central India,Stone,1
Unknown,Central Italy,Manuscript,1
Unknown,Central Italy,Metalwork-Silver,1
Unknown,Central Mexico,Jade,1
Unknown,Central Mexico,Metalwork,1
Unknown,Central Mexico,Metalwork-Gold|Jewelry,1
Unknown,Central Mexico,Painting,1
Unknown,Central Mexico (Las Bocas,Ceramic,1
Unknown,Central Panama,Ceramic,1
Unknown,Central Panama,Metalwork,1
Unknown,Central Panama,Sculpture,1
Unknown,Central Turkey,Textiles-Rugs,1
Unknown,Central Vietnam (Champa),Sculpture,1
Unknown,Ceylon,Jewelry,1
Unknown,Ceylon,Sculpture,1
Unknown,Chad,Metal,1
Unknown,Chad,Wood-Sculpture,1
Unknown,Chad?,Idiophone-Struck-bell,1
Unknown,Chile,Portfolio,1
Unknown,Chile,Stone-Sculpture,1
Unknown,Chile,Textiles-Featherwork,1
Unknown,Chile,Wood-Containers,1
Unknown,Chile,Wood-Ornaments,1
Unknown,Chilean,Drawing,1
Unknown,China?,Accessory,1
Unknown,China?,Aerophone-Lip Vibrated,1
Unknown,China?,Chordophone-Lute-bowed-unfretted,1
Unknown,China?,Idiophone,1
Unknown,China?,Idiophone-Struck-bell-without clapper,1
Unknown,Chitimacha/Choctaw,Photograph,1
Unknown,Coastal Ecuador,Metal-Ornaments,1
Unknown,Coffret: France,Print,1
Unknown,Colombia,Aerophone-Blow Hole-end-blown flute (vertical),1
Unknown,Colombia,Aerophone-Lip Vibrated-trumpet / trombone,1
Unknown,Colombia,Aerophone-Reed Vibrated-double reed,1
Unknown,Colombia,Aerophone-Reed Vibrated-pipe,1
Unknown,Colombia,Bone,1
Unknown,Colombia,Bone/Ivory-Sculpture,1
Unknown,Colombia,Idiophone-Shaken-crotal bell,1
Unknown,Colombia,Painting,1
Unknown,Colombia (?),Metal-Containers,1
Unknown,Colombia (?),Stone-Implements,1
Unknown,Colombia?,Aerophone-Blow Hole-vessel flute,1
Unknown,Colombian,Drawing,1
Unknown,Colombian,Painting,1
Unknown,Congo,Aerophone-Lip Vibrated-horn,1
Unknown,Congo,Idiophone-Concussion,1
Unknown,Congo,Idiophone-Shaken-crotal bell,1
Unknown,Congo,Membranophone-single-headed / conical drum,1
Unknown,Congo (Chimpanzee,Mixed Media,1
Unknown,Congo?,Idiophone-Plucked / Depressed,1
Unknown,Constantinople,Metalwork-Gold,1
Unknown,Continental,Jewelry,1
Unknown,Costa Rica,Aerophone-Whistle Flute-vessel flute,1
Unknown,Costa Rica,Beads-Ornaments|Jade,1
Unknown,Costa Rica,Idiophone-Shaken-crotal bell,1
Unknown,Costa Rica,Idiophone-Shaken-rattle,1
Unknown,Costa Rica,Membranophone-single-headed / cylindrical drum,1
Unknown,Costa Rica,Metal-Musical Instruments,1
Unknown,Costa Rica,Metalwork-Gold,1
Unknown,Costa Rica,Photograph,1
Unknown,Costa Rica,Stone,1
Unknown,Costa Rica (?),Metal-Ornaments,1
Unknown,Costa Rica (?),Stone-Implements,1
Unknown,Costa Rica?,Aerophone and Idiophone-flue blown / vessel rattle,1
Unknown,Costa Rica?,Aerophone-Whistle Flute-whistle,1
Unknown,Crete,Sculpture,1
Unknown,Crete,Stone,1
Unknown,Crete ?,Paintings-Icons,1
Unknown,Croatia,Chordophone-Lute-bowed-unfretted,1
Unknown,Croatia,Chordophone-Lute-plucked-fretted,1
Unknown,Cuba,Embroidery,1
Unknown,Cuba,Idiophone-Shaken,1
Unknown,Cuba,Membranophone-double-headed / barrel drum,1
Unknown,Cuban,Time-Based Media Art,1
Unknown,Cyprus,Glass,1
Unknown,Cyprus,Sculpture,1
Unknown,Cyprus ?,Lace,1
Unknown,Czech Republic,Aerophone-Reed Vibrated-bagpipe,1
Unknown,Czech Republic,Aerophone-Reed Vibrated-single reed cylindrical,1
Unknown,Czech Republic,Ceramic,1
Unknown,Czech Republic,Chordophone-Models,1
Unknown,Czech Republic,Sculpture-Wood,1
Unknown,Czech Republic (Bohemia),Chordophone-Lute-bowed-unfretted,1
Unknown,Czechoslovakia,Embroidery,1
Unknown,Czechoslovakia,Lace,1
Unknown,Czechoslovakia,Painting,1
Unknown,Czechoslovakia,Textile,1
Unknown,Dalmatia,Garment,1
Unknown,Dem. Rep. Congo,Idiophone-Struck-bell,1
Unknown,Denmark,Aerophone-Whistle Flute-vessel flute,1
Unknown,Denmark,Embroidery,1
Unknown,Denmark,Garment,1
Unknown,Denmark,Lace,1
Unknown,Denmark,Paintings,1
Unknown,Denmark,Photograph,1
Unknown,Denmark,Sculpture,1
Unknown,Dominican Republic,Bone/Ivory-Ornaments,1
Unknown,Dominican Republic,Ceramics-Vessels,1
Unknown,Dominican Republic,Idiophone-Scraped,1
Unknown,Dominican Republic,Idiophone-Shaken-rattle,1
Unknown,Dominican Republic,Membranophone-double-headed / cylindrical drum,1
Unknown,Dominican Republic,Shell-Ornaments,1
Unknown,Dominican Republic (?),Stone-Implements,1
Unknown,Dominican Republic (?),Stone-Sculpture,1
Unknown,Dominican Republic (?),Wood-Sculpture,1
Unknown,Early Christian,Glyptic,1
Unknown,East Africa,Musical Instrument,1
Unknown,East China,Jade,1
Unknown,Ecuador,Aerophone-Blow Hole-panpipe,1
Unknown,Ecuador,Bone/Ivory-Ornaments,1
Unknown,Ecuador,Ceramics-Ornaments,1
Unknown,Ecuador,Garment,1
Unknown,Ecuador,Idiophone-Struck-bar-wood,1
Unknown,Ecuador,Membranophone-double-headed / cylindrical drum,1
Unknown,Ecuador,Metalwork,1
Unknown,Ecuador,Shell-Containers,1
Unknown,Ecuador,Shell-Costumes,1
Unknown,Ecuador,Shell-Sculpture,1
Unknown,Ecuador,Stone-Ornaments,1
Unknown,Ecuador (?),Ceramics-Sculpture,1
Unknown,Ecuador (?),Metal-Ornaments,1
Unknown,Egypt(?),Sculpture,1
Unknown,Egypt?,Aerophone-Blow Hole,1
Unknown,Egypt?,Aerophone-Reed Vibrated,1
Unknown,Egypt?,Aerophone-Reed Vibrated-pipe,1
Unknown,Egypt?,Chordophone-Lute-plucked-unfretted,1
Unknown,Egypt?,Membranophone-single-headed / kettle drum,1
Unknown,England (?),Print,1
Unknown,England (Anglo-Dutch),Painting,1
Unknown,England (Derby),Ceramic,1
Unknown,England ?,Embroidery,1
Unknown,England ?,Tapestry,1
Unknown,England(?),Print,1
Unknown,England(?),Textile,1
Unknown,England?,Aerophone-Reed Vibrated-single reed cylindrical,1
Unknown,Equatorial Africa,Jewelry,1
Unknown,Equatorial Africa,Mask,1
Unknown,Equatorial Africa,Musical Instrument,1
Unknown,Equatorial Africa,Sculpture,1
Unknown,Ethiopia,Accessory-Foot and Leg wear-Menswear,1
Unknown,Ethiopia,Beads-Containers,1
Unknown,Ethiopia,Chordophone-Lyre-plucked,1
Unknown,Ethiopia,Jewelry,1
Unknown,Ethiopia,Manuscripts and Illuminations,1
Unknown,Ethiopia,Metal,1
Unknown,Ethiopia,Metal-Containers|Textiles-Embroidered and Woven,1
Unknown,Ethiopia,Metal-Ornaments,1
Unknown,Ethiopia,Metalwork-Bronze,1
Unknown,Ethiopia,Paintings,1
Unknown,Ethiopia,Paintings-Canvas,1
Unknown,Ethiopia,Paintings|Parchment,1
Unknown,Ethiopia,Textiles,1
Unknown,Europe,Ceramic,1
Unknown,Europe,Ceramics,1
Unknown,Europe,Jewelry,1
Unknown,Europe,Lace,1
Unknown,Europe,Print,1
Unknown,Europe,Sampler,1
Unknown,Europe (Eastern?),Manuscript,1
Unknown,European,Decorative Art,1
Unknown,European,Jewelry,1
Unknown,European,Metalwork-Copper alloy,1
Unknown,European,Photograph,1
Unknown,European,Print,1
Unknown,European,Sculpture,1
Unknown,Fatimid Egypt,Ceramic,1
Unknown,Fiji,Aerophone-Blow Hole-nose flute,1
Unknown,Fiji,Aerophone-Blow Hole-side-blown flute (transverse),1
Unknown,Fiji,Aerophone-Lip Vibrated-trumpet / trombone,1
Unknown,Fiji,Aerophone-Reed Vibrated-pipe,1
Unknown,Fiji,Barkcloth,1
Unknown,Fiji,Beads-Ornaments,1
Unknown,Fiji,Ceramics-Containers,1
Unknown,Fiji,Idiophone-Struck-slit drum,1
Unknown,Fiji,Membranophone,1
Unknown,Fiji,Wood-Furniture,1
Unknown,Fiji,Wood-Vessels,1
Unknown,Finland,Aerophone,1
Unknown,Finland,Aerophone-Blow Hole-end-blown flute (vertical),1
Unknown,Finland,Aerophone-Lip Vibrated-horn,1
Unknown,Finland,Aerophone-Reed Vibrated-pipe,1
Unknown,Finland,Chordophone-Zither-plucked,1
Unknown,Finland,Drawing,1
Unknown,Finland,Metalwork,1
Unknown,Finland,Photograph,1
Unknown,Flanders,Metalwork,1
Unknown,Flanders,Plate,1
Unknown,Flemish,Chordophone-Zither-plucked-harpsichord,1
Unknown,Flemish,Chordophone-Zither-plucked-virginal|Paintings,1
Unknown,Flemish (?),Painting,1
Unknown,France (?),Aerophone-Whistle Flute-recorder,1
Unknown,France (?),Chordophone-Accessories-bow,1
Unknown,France (?),Enamels-Champlevé,1
Unknown,France (?),Jewelry,1
Unknown,France (?),Lapidary Work-Sardonyx,1
Unknown,France (?),Metalwork-Copper,1
Unknown,France ?,Embroidery,1
Unknown,France ?,Lace,1
Unknown,France(?),Arms and Armor,1
Unknown,France(?),Furniture and woodwork,1
Unknown,France(?),Jewelry,1
Unknown,France(?),Metalwork,1
Unknown,France:N.,Membranophone-single-headed / conical drum,1
Unknown,France?,Accessory,1
Unknown,France?,Aerophone-Free Reed,1
Unknown,France?,Aerophone-Whistle Flute,1
Unknown,France?,Chordophone-Bowed,1
Unknown,France?,Chordophone-Zither-struck-piano,1
Unknown,France?,Idiophone-Shaken,1
Unknown,France?,Idiophone-Shaken-crotal bell,1
Unknown,France?,Print,1
Unknown,France?,Textile,1
Unknown,Franco-Netherlandish,Sculpture,1
Unknown,Frankish,Metalwork,1
Unknown,Frankish(?),Jewelry,1
Unknown,French Polynesia,Wood-Musical Instruments,1
Unknown,French Polynesia,Wood-Vessels,1
Unknown,Friesland,Aerophone-Lip Vibrated-horn,1
Unknown,Gabon,Aerophone-Lip Vibrated-horn,1
Unknown,Gabon,Idiophone-Struck,1
Unknown,Gabon,Idiophone-Struck-bell,1
Unknown,Gabon,Idiophone-Struck-bell-clapper,1
Unknown,Gabon,Membranophone-double-headed / biconical drum,1
Unknown,Gabon,Membranophone-double-headed / cylindrical drum,1
Unknown,Gabon,Membranophone-single-headed / barrel drum-friction,1
Unknown,Gabon,Metal-Musical Instruments,1
Unknown,Gabon,Wood-Containers|Metal-Containers,1
Unknown,Gabon,Wood-Musical Instruments,1
Unknown,Gabon?,Idiophone-Shaken-rattle,1
Unknown,Gaul,Metalwork-Copper alloy,1
Unknown,Gaul,Metalwork-Iron,1
Unknown,Gaul (France),Enamels-Champlevé,1
Unknown,Georgia,Aerophone-Reed Vibrated-bagpipe,1
Unknown,Georgia,Chordophone-Lute-plucked-fretted,1
Unknown,Georgia,Outerwear,1
Unknown,Germany (?),Ceramic,1
Unknown,Germany (?),Metalwork-Copper alloy,1
Unknown,Germany (?),Textiles-Tapestries,1
Unknown,Germany ?,Jewelry,1
Unknown,Germany ?,Sampler,1
Unknown,Germany ?,Tool,1
Unknown,Germany(?),Arms and Armor,1
Unknown,Germany(?),Ceramic,1
Unknown,Germany?,(not assigned),1
Unknown,Germany?,Aerophone-Whistle Flute-recorder,1
Unknown,Germany?,Chordophone-Bowed,1
Unknown,Germany?,Chordophone-Harp,1
Unknown,Germany?,Chordophone-Zither-plucked,1
Unknown,Germany?,Chordophone-Zither-plucked-harpsichord,1
Unknown,Germany?,Chordophone-Zither-plucked-virginal,1
Unknown,Germany?,Chordophone-Zither-struck-clavichord,1
Unknown,Germany?,Chordophone-Zither-struck-dulcimer,1
Unknown,Germany?,Membranophone-single-headed / kettle drum,1
Unknown,Germany?,Textile,1
Unknown,Ghana (?),Metal-Ornaments,1
Unknown,Ghana?,Membranophone-single-headed / biconical drum,1
Unknown,Gotland,Metalwork-Copper,1
Unknown,Great Basin,Ceramic,1
Unknown,Great Britain,Drawing,1
Unknown,Great Britian,Arms and Armor,1
Unknown,Greco-Roman,Sculpture,1
Unknown,Greece,Aerophone-Reed Vibrated-double reed,1
Unknown,Greece,Ceramics,1
Unknown,Greece,Chordophone-Lute-plucked-fretted,1
Unknown,Greece,Cosmetic Objects,1
Unknown,Greece,Drawing,1
Unknown,Greece,Forgery,1
Unknown,Greece,Glass,1
Unknown,Greece,Idiophone-Struck-bell-without clapper,1
Unknown,Greece,Lace,1
Unknown,Greece,Vessels,1
Unknown,Greece,Volume,1
Unknown,Greece?,Chordophone-Lute-bowed-unfretted,1
Unknown,Greece?,Chordophone-Lute-plucked-fretted,1
Unknown,Greek/South Italian,Ceramic,1
Unknown,Greenland,Membranophone-single-headed / frame drum,1
Unknown,Guatemala,Ceramics-Sculpture,1
Unknown,Guatemala,Chordophone-Harp,1
Unknown,Guatemala,Garment,1
Unknown,Guatemala,Idiophone-Struck-bar-wood,1
Unknown,Guatemala,Idiophone-Struck-vessel,1
Unknown,Guatemala,Photograph,1
Unknown,Guatemala,Stone,1
Unknown,Guatemala,Stone-Ornaments|Jade,1
Unknown,Guatemala,Stone-Sculpture,1
Unknown,Guatemala,Textiles-Costumes,1
Unknown,Guatemala,Textiles-Costumes-Accessories,1
Unknown,Guatemala(?),Sculpture,1
Unknown,Guinea,Chordophone-Harp,1
Unknown,Guinea,Textiles,1
Unknown,Guinea,Wood-Musical Instruments,1
Unknown,Guyana,Aerophone,1
Unknown,Guyana,Aerophone-Lip Vibrated-trumpet / trombone,1
Unknown,Guyana,Idiophone-Stamping,1
Unknown,Guyana,Membranophone-single-headed / cylindrical drum,1
Unknown,Haiti,Drawing,1
Unknown,Haute Garonne.,Installations,1
Unknown,Hilt:  Italy (?); Blade:  Germany,Arms and Armor,1
Unknown,Hilt: England; Blade: Germany,Arms and Armor,1
Unknown,Himalyas,Sculpture,1
Unknown,Hittite,Sculpture,1
Unknown,Holland (?),Arms and Armor,1
Unknown,Honduras,Ceramic,1
Unknown,Honduras,Stone-Containers,1
Unknown,Honduras,Stone-Implements,1
Unknown,Hungarian,Drawing,1
Unknown,Hungarian,Sculpture,1
Unknown,Hungary,Ceramics-Tiles,1
Unknown,Hungary,Chordophone-Zither-struck-dulcimer,1
Unknown,Hungary,Embroidery,1
Unknown,Hungary,Garment,1
Unknown,Hungary,Glass,1
Unknown,Hungary,Idiophone-Struck-bell,1
Unknown,Hungary,Lace,1
Unknown,Hungary,Photograph,1
Unknown,Hungary (?),Jewelry,1
Unknown,Hunnish,Jewelry,1
Unknown,Ialty,Glass,1
Unknown,Iberian Peninsula,Metalwork-Bronze,1
Unknown,Iceland,Time-based Media,1
Unknown,Icelandic,Print,1
Unknown,India (?),Metalwork,1
Unknown,India (?),Miscellaneous,1
Unknown,India (?),Textiles-Costumes,1
Unknown,India ? Iran ? Herat ?,Carpet,1
Unknown,India?,Aerophone-Lip Vibrated-horn,1
Unknown,India?,Aerophone-Reed Vibrated-double reed,1
Unknown,India?,Aerophone-Whistle Flute-recorder,1
Unknown,Indonesia,Accessory-Waist,1
Unknown,Indonesia,Aerophone-Blow Hole-panpipe,1
Unknown,Indonesia,Aerophone-Free Aerophone,1
Unknown,Indonesia,Basketry-Musical Instruments,1
Unknown,Indonesia,Bone/Ivory-Containers,1
Unknown,Indonesia,Chordophone-Lute-plucked,1
Unknown,Indonesia,Chordophone-Zither,1
Unknown,Indonesia,Chordophone-Zither-plucked,1
Unknown,Indonesia,Chordophone-Zither-struck-dulcimer,1
Unknown,Indonesia,Feathers-Costumes,1
Unknown,Indonesia,Glass,1
Unknown,Indonesia,Gourd-Containers,1
Unknown,Indonesia,Gourd-Implements,1
Unknown,Indonesia,Idiophone-Shaken-crotal bell,1
Unknown,Indonesia,Idiophone-Shaken-rattle,1
Unknown,Indonesia,Idiophone-Stamping,1
Unknown,Indonesia,Idiophone-Struck-bell,1
Unknown,Indonesia,Ivories-Horn|Bone/Ivory-Implements|Metal-Implements,1
Unknown,Indonesia,Membranophone,1
Unknown,Indonesia,Membranophone-double-headed / barrel drum,1
Unknown,Indonesia,Membranophone-single-headed / goblet drum,1
Unknown,Indonesia,Membranophone-single-headed / waisted drum,1
Unknown,Indonesia,Metal-Implements|Ivories-Horn|Bone/Ivory-Implements,1
Unknown,Indonesia,Metal-Musical Instruments,1
Unknown,Indonesia,Metal-Sculpture,1
Unknown,Indonesia,Textiles-Ornaments,1
Unknown,Indonesia,Tool,1
Unknown,Indonesia,Wood-Costumes,1
Unknown,Indonesia,Wood-Musical Instruments|Ivories-Horn|Metal,1
Unknown,Indonesia,Woodwork-Architectural,1
Unknown,Indonesia?,Membranophone,1
Unknown,Intermediate Region,Metalwork,1
Unknown,Iran (?),Arms and Armor,1
Unknown,Iran (?),Textile,1
Unknown,Iran (Persia),Aerophone-Blow Hole-end-blown flute (vertical),1
Unknown,Iran (Persia),Aerophone-Whistle Flute-recorder,1
Unknown,Iran (Persia),Membranophone,1
Unknown,Iran (Persia),Membranophone-single-headed / frame drum,1
Unknown,Iran (Persia),Membranophone-single-headed / kettle drum,1
Unknown,Iran?,Aerophone,1
Unknown,Iran?,Aerophone-Whistle Flute-whistle,1
Unknown,Iran?,Chordophone-Lute-plucked,1
Unknown,Iran?,Membranophone-single-headed / frame drum,1
Unknown,Iranian,Portfolio,1
Unknown,Iranian,Time-Based Media Art,1
Unknown,Iraq,Accessory-Headwear-Menswear,1
Unknown,Iraq,Calligraphy,1
Unknown,Iraq,Main dress-Womenswear,1
Unknown,Iraq,Metalwork,1
Unknown,Iraq,Outerwear,1
Unknown,Iraq,Seals,1
Unknown,Iraq,Stone,1
Unknown,Ireland,Bound Volume,1
Unknown,Ireland,Chordophone-Harp,1
Unknown,Ireland,Chordophone-Lyre-plucked,1
Unknown,Ireland,Chordophone-Zither-struck-piano,1
Unknown,Ireland,Embroidery,1
Unknown,Ireland,Metalwork-Bronze,1
Unknown,Ireland,Metalwork-Copper alloy,1
Unknown,Ireland,Portfolio,1
Unknown,Ireland,Print,1
Unknown,Ireland,Silver,1
Unknown,Ireland ?,Aerophone-Lip Vibrated-horn,1
Unknown,Irish,Painting,1
Unknown,Irish,Time-Based Media Art,1
Unknown,Islamic,Glass,1
Unknown,Israel,Drawing,1
Unknown,Israel,Photograph,1
Unknown,Isthmian Region,Metalwork,1
Unknown,Isthmian Region (Panama),Metalwork,1
Unknown,Italian?,Idiophone-Shaken-jingle,1
