region,country,type_group,n_objects
Unknown origin,Unknown origin,Miscellaneous-Wax,11
Unknown origin,Unknown origin,Ornament & Architecture|Prints|Books,11
Unknown origin,Unknown origin,Photographs|Collages,11
Unknown origin,Unknown origin,Scientific Instruments-Barometers and Thermometers,11
Unknown origin,Unknown origin,Swords-Hunting,11
Unknown origin,Unknown origin,Textiles-Embroidered|Textiles-Laces,11
Unknown origin,Unknown origin,Textiles-Velvets|Textiles-Ecclesiastical,11
Unknown origin,Unknown origin,Time-Based Media Art,11
Unknown origin,Unknown origin,Wood-Musical Instruments,11
Unknown origin,Unknown origin,Accessory-Jewelry-Womenswear,10
Unknown origin,Unknown origin,Aerophone-Whistle Flute-recorder,10
Unknown origin,Unknown origin,Chordophone-Zither-plucked,10
Unknown origin,Unknown origin,Drawings|Sketchbooks,10
Unknown origin,Unknown origin,Equestrian Equipment-Horse Trappings,10
Unknown origin,Unknown origin,Firearms-Miniatures,10
Unknown origin,Unknown origin,Horology-Clocks,10
Unknown origin,Unknown origin,Reproductions,10
Unknown origin,Unknown origin,Sketchbooks,10
Unknown origin,Unknown origin,Steatites,10
Unknown origin,Unknown origin,Aerophone-Whistle Flute-whistle flute,9
Unknown origin,Unknown origin,Armor,9
Unknown origin,Unknown origin,Books and book bindings,9
Unknown origin,Unknown origin,Chordophone-Musical Bow,9
Unknown origin,Unknown origin,Firearms-Guns-Percussion,9
Unknown origin,Unknown origin,Glass-Stamp Seals,9
Unknown origin,Unknown origin,Ivory/Bone-Equestrian,9
Unknown origin,Unknown origin,Miscellaneous-Paintings & Portraits,9
Unknown origin,Unknown origin,Paintings-Panels,9
Unknown origin,Unknown origin,Sculpture-Alabaster,9
Unknown origin,Unknown origin,Aerophone-Reed Vibrated-bagpipe,8
Unknown origin,Unknown origin,Aerophone-Whistle Flute-flageolet,8
Unknown origin,Unknown origin,Architectural Models,8
Unknown origin,Unknown origin,"Armor Parts-Colletins, Parts",8
Unknown origin,Unknown origin,Armor Parts-Gorgets,8
Unknown origin,Unknown origin,Books|Costumes,8
Unknown origin,Unknown origin,Brigandines,8
Unknown origin,Unknown origin,Ceramics-Vessels-Inscribed,8
Unknown origin,Unknown origin,Coat of mail and plate,8
Unknown origin,Unknown origin,Firearms-Hand Cannon,8
Unknown origin,Unknown origin,Gourd,8
Unknown origin,Unknown origin,Membranophone-single-headed / goblet drum,8
Unknown origin,Unknown origin,Membranophone-single-headed / kettle drum,8
Unknown origin,Unknown origin,Miscellaneous-Ironwork,8
Unknown origin,Unknown origin,Papier Mâché,8
Unknown origin,Unknown origin,Posters|Ephemera,8
Unknown origin,Unknown origin,Saddle Plates,8
Unknown origin,Unknown origin,Soapstone,8
Unknown origin,Unknown origin,Stone-Ornaments-Inscribed,8
Unknown origin,Unknown origin,Textiles-Laces|Textiles-Embroidered,8
Unknown origin,Unknown origin,Accessory-Headwear,7
Unknown origin,Unknown origin,Aerophone-Reed Vibrated-single reed cylindrical,7
Unknown origin,Unknown origin,Armor Parts-Lance Rests,7
Unknown origin,Unknown origin,Armor for Man-Scale Armor,7
Unknown origin,Unknown origin,Books|Prints|Prints-Fete,7
Unknown origin,Unknown origin,Ceramics-Stamp Seals,7
Unknown origin,Unknown origin,Collages|Photographs,7
Unknown origin,Unknown origin,Cut Paper|Prints|Ephemera,7
Unknown origin,Unknown origin,Drawings|Collages,7
Unknown origin,Unknown origin,Firearms-Guns-Snaphaunce,7
Unknown origin,Unknown origin,Firearms-Pistols-Snaphaunce,7
Unknown origin,Unknown origin,Miscellaneous-Shell,7
Unknown origin,Unknown origin,Mosaics,7
Unknown origin,Unknown origin,Prints|Prints-Facsimiles,7
Unknown origin,Unknown origin,Screens,7
Unknown origin,Unknown origin,Velvet,7
Unknown origin,Unknown origin,Armor Parts-Brayettes,6
Unknown origin,Unknown origin,Armor Parts-Sollerets,6
Unknown origin,Unknown origin,Armor Parts-Tassets,6
Unknown origin,Unknown origin,Armor Parts-Visors,6
Unknown origin,Unknown origin,Basketry-Costumes,6
Unknown origin,Unknown origin,Ceramics-Paintings,6
Unknown origin,Unknown origin,Chess Sets-Reproductions|Metalwork-Electrotype,6
Unknown origin,Unknown origin,Costumes-Printed and Painted,6
Unknown origin,Unknown origin,Documents,6
Unknown origin,Unknown origin,Glass-Reliefs,6
Unknown origin,Unknown origin,Gold and Silver|Gems,6
Unknown origin,Unknown origin,Membranophone-double-headed / cylindrical drum,6
Unknown origin,Unknown origin,Metalwork-Coins,6
Unknown origin,Unknown origin,Metalwork-Gold|Sculpture-Sheet metal,6
Unknown origin,Unknown origin,Metalwork-Stamp Seals-Inscribed,6
Unknown origin,Unknown origin,Musical Instrument,6
Unknown origin,Unknown origin,Musical Instruments-Wood,6
Unknown origin,Unknown origin,Outerwear-Menswear,6
Unknown origin,Unknown origin,Paintings|Sculpture,6
Unknown origin,Unknown origin,Paintings|Works on Paper,6
Unknown origin,Unknown origin,Periodicals|Prints|Ornament & Architecture,6
Unknown origin,Unknown origin,Photographs|Albums,6
Unknown origin,Unknown origin,Postage Stamps|Prints,6
Unknown origin,Unknown origin,Prints|Ephemera|Albums,6
Unknown origin,Unknown origin,Sword Fittings,6
Unknown origin,Unknown origin,Textiles-Brocades,6
Unknown origin,Unknown origin,Accessory-Headwear-Womenswear,5
Unknown origin,Unknown origin,Albums|Drawings|Prints,5
Unknown origin,Unknown origin,Armor Parts-Garde-rein,5
Unknown origin,Unknown origin,Armor for Child,5
Unknown origin,Unknown origin,Books|Prints-Fete|Prints,5
Unknown origin,Unknown origin,Celluloid,5
Unknown origin,Unknown origin,Ceramics-Implements-Inscribed,5
Unknown origin,Unknown origin,Chordophone-Zither-plucked-tube,5
Unknown origin,Unknown origin,Costumes-Velvets,5
Unknown origin,Unknown origin,Enamel,5
Unknown origin,Unknown origin,Glass-Cylinder Seals,5
Unknown origin,Unknown origin,Glass-Implements,5
Unknown origin,Unknown origin,Idiophone-Shaken-jingle,5
Unknown origin,Unknown origin,Idiophone-Struck,5
Unknown origin,Unknown origin,Idiophone-Struck-gong,5
Unknown origin,Unknown origin,Ivories-Walrus,5
Unknown origin,Unknown origin,Ivory,5
Unknown origin,Unknown origin,Membranophone-double-headed / barrel drum,5
Unknown origin,Unknown origin,Metalwork-Aluminum,5
Unknown origin,Unknown origin,Miscellaneous|Prints,5
Unknown origin,Unknown origin,Paintings|Drawings,5
Unknown origin,Unknown origin,Paper-Drawings,5
Unknown origin,Unknown origin,Photographs|Paintings,5
Unknown origin,Unknown origin,Photographs|Textiles-Embroidered|Collages,5
Unknown origin,Unknown origin,Prints|Drawings,5
Unknown origin,Unknown origin,Prints|Plates,5
Unknown origin,Unknown origin,Prints|Sculpture,5
Unknown origin,Unknown origin,Shell-Equestrian,5
Unknown origin,Unknown origin,Stone-Architectural,5
Unknown origin,Unknown origin,Stone-Flint,5
Unknown origin,Unknown origin,Stone-Vessels-Inscribed,5
Unknown origin,Unknown origin,Textiles-Laces|Textiles-Ecclesiastical,5
Unknown origin,Unknown origin,Tool,5
Unknown origin,Unknown origin,Wood-Containers,5
Unknown origin,Unknown origin,Wood-Vessels,5
Unknown origin,Unknown origin,Woodwork-Furniture|Paintings,5
Unknown origin,Unknown origin,Accessory-Neckwear,4
Unknown origin,Unknown origin,Accessory-Waist,4
Unknown origin,Unknown origin,Aerophone-Free Reed-harmonium,4
Unknown origin,Unknown origin,Aerophone-Reed Vibrated,4
Unknown origin,Unknown origin,Aerophone-Whistle Flute,4
Unknown origin,Unknown origin,Albums|Cut Paper,4
Unknown origin,Unknown origin,Albums|Prints|Drawings,4
Unknown origin,Unknown origin,Bone/Ivory-Implements,4
Unknown origin,Unknown origin,Books|Ephemera|Wallpaper,4
Unknown origin,Unknown origin,Chordophone-Accessories,4
Unknown origin,Unknown origin,Chordophone-Lute-bowed-fretted,4
Unknown origin,Unknown origin,Chordophone-Lute-plucked,4
Unknown origin,Unknown origin,Chordophone-Zither-struck-piano,4
Unknown origin,Unknown origin,Costumes-Buff Coat,4
Unknown origin,Unknown origin,Drawings|Ephemera|Albums,4
Unknown origin,Unknown origin,Drawings|Paintings,4
Unknown origin,Unknown origin,Glyptic,4
Unknown origin,Unknown origin,Kris Stand,4
Unknown origin,Unknown origin,Metalwork-Electrum,4
Unknown origin,Unknown origin,Metalwork-Implements-Inscribed,4
Unknown origin,Unknown origin,Metalwork-Ornaments-Inscribed,4
Unknown origin,Unknown origin,Miscellaneous-Plaster,4
Unknown origin,Unknown origin,Miscellaneous-Stone|Miscellaneous-Stone Vases,4
Unknown origin,Unknown origin,Painted Canvases,4
Unknown origin,Unknown origin,Photographs|Manuscript Materials,4
Unknown origin,Unknown origin,Photographs|Mirrors,4
Unknown origin,Unknown origin,Portfolio Covers,4
Unknown origin,Unknown origin,Prints-Fete|Prints,4
Unknown origin,Unknown origin,Prints|Engravings,4
Unknown origin,Unknown origin,Reproductions-Plaster Cast,4
Unknown origin,Unknown origin,Sculpture-Architectural|Sculpture-Reproductions-Casts,4
Unknown origin,Unknown origin,Sculpture-Terracotta,4
Unknown origin,Unknown origin,Shields-Parts of,4
Unknown origin,Unknown origin,Stone-Implements-Inscribed,4
Unknown origin,Unknown origin,Swords-Parts,4
Unknown origin,Unknown origin,Textiles-Woven|Textiles-Embroidered,4
Unknown origin,Unknown origin,Variable Media|Sculpture,4
Unknown origin,Unknown origin,Vessels,4
Unknown origin,Unknown origin,boxes,4
Unknown origin,Unknown origin,Accessory-Foot and Leg wear-Womenswear,3
Unknown origin,Unknown origin,Aerophone-Blow Hole-vessel flute,3
Unknown origin,Unknown origin,Aerophone-Reed Vibrated-pipe,3
Unknown origin,Unknown origin,Aerophone-Whistle Flute-stopped pipe,3
Unknown origin,Unknown origin,Albums|Ornament & Architecture,3
Unknown origin,Unknown origin,Armor Parts-Rondels,3
Unknown origin,Unknown origin,Armor-Miniatures,3
Unknown origin,Unknown origin,Assemblages,3
Unknown origin,Unknown origin,Bone/Ivory-Ornaments,3
Unknown origin,Unknown origin,Bone/Ivory-Sculpture,3
Unknown origin,Unknown origin,Books|Cut Paper,3
Unknown origin,Unknown origin,Books|Portfolios,3
Unknown origin,Unknown origin,Books|Prints-Facsimiles,3
Unknown origin,Unknown origin,Ceramics-Faience,3
Unknown origin,Unknown origin,Ceramics-Sculpture-Inscribed,3
Unknown origin,Unknown origin,Chordophone-Zither-blown,3
Unknown origin,Unknown origin,Chordophone-Zither-bowed,3
Unknown origin,Unknown origin,Chordophone-Zither-plucked-virginal,3
Unknown origin,Unknown origin,Chordophone-Zither-struck-dulcimer,3
Unknown origin,Unknown origin,Collages|Prints,3
Unknown origin,Unknown origin,Drawings|Ornament & Architecture|Albums,3
Unknown origin,Unknown origin,Ephemera|Medals,3
Unknown origin,Unknown origin,Ephemera|Prints|Ornament & Architecture,3
Unknown origin,Unknown origin,Faience-Cylinder Seals-Inscribed,3
Unknown origin,Unknown origin,Faience-Stamp Seals,3
Unknown origin,Unknown origin,Fans|Lacquer,3
Unknown origin,Unknown origin,Firearms-Cannon Balls,3
Unknown origin,Unknown origin,Glass-Enameled,3
Unknown origin,Unknown origin,Glass-Moulded,3
Unknown origin,Unknown origin,Glass-Verre églomisé,3
Unknown origin,Unknown origin,Idiophone-Shaken-crotal bell,3
Unknown origin,Unknown origin,Jewelry|Metalwork-Gold and Platinum,3
Unknown origin,Unknown origin,Lapidary Work-Chalcedony,3
Unknown origin,Unknown origin,Lapidary Work-Jasper,3
Unknown origin,Unknown origin,Lapidary Work-Sardonyx,3
Unknown origin,Unknown origin,Manuscript Materials|Prints,3
Unknown origin,Unknown origin,Membranophone-Accessories,3
Unknown origin,Unknown origin,Membranophone-double-headed / conical drum,3
Unknown origin,Unknown origin,Metalwork-Iron|Jewelry,3
Unknown origin,Unknown origin,Metalwork-Latten,3
Unknown origin,Unknown origin,Metalwork-Mixed Metals,3
Unknown origin,Unknown origin,Metalwork-Sculpture-Inscribed,3
Unknown origin,Unknown origin,Miscellaneous-Wood,3
Unknown origin,Unknown origin,Ornament & Architecture,3
Unknown origin,Unknown origin,Paintings-Decorative|Paintings|Woodwork,3
Unknown origin,Unknown origin,Paintings-Fresco,3
Unknown origin,Unknown origin,Paper-Graphics,3
Unknown origin,Unknown origin,Plaster,3
Unknown origin,Unknown origin,Portfolios|Ornament & Architecture|Books,3
Unknown origin,Unknown origin,Portfolios|Prints|Ornament & Architecture,3
Unknown origin,Unknown origin,Portraits,3
Unknown origin,Unknown origin,Prints|Cut Paper,3
Unknown origin,Unknown origin,Prints|Manuscripts,3
Unknown origin,Unknown origin,Prints|Ornament & Architecture|Postcards,3
Unknown origin,Unknown origin,Prints|Postcards,3
Unknown origin,Unknown origin,Prints|Printed matter,3
Unknown origin,Unknown origin,Prints|Prints,3
Unknown origin,Unknown origin,Reproductions-Paintings,3
Unknown origin,Unknown origin,Sculpture-Conceptual Art,3
Unknown origin,Unknown origin,Sculpture-Marble,3
Unknown origin,Unknown origin,Sculpture-Vessels,3
Unknown origin,Unknown origin,Shell-Cylinder Seals,3
Unknown origin,Unknown origin,Shell-Implements,3
Unknown origin,Unknown origin,Shell-Reliefs,3
Unknown origin,Unknown origin,Shell-Vessels,3
Unknown origin,Unknown origin,Stone-Architectural-Inscribed,3
Unknown origin,Unknown origin,Stone-Ornaments|Jade,3
Unknown origin,Unknown origin,Stone-Tablets-Inscribed,3
Unknown origin,Unknown origin,Stucco-Architectural,3
Unknown origin,Unknown origin,Swords-Miscellaneous,3
Unknown origin,Unknown origin,Textiles-Embroidered and Woven,3
Unknown origin,Unknown origin,Textiles-Embroidered|Woodwork-Furniture,3
Unknown origin,Unknown origin,Textiles-Painted|Ephemera,3
Unknown origin,Unknown origin,Textiles-Painted|Textiles-Reproductions,3
Unknown origin,Unknown origin,Textiles-Rugs|Textiles-Embroidered,3
Unknown origin,Unknown origin,Textiles-Tapestries|Textiles-Ecclesiastical,3
Unknown origin,Unknown origin,Textiles-Upholstery,3
Unknown origin,Unknown origin,Textiles-Velvets|Textiles-Embroidered|Textiles-Ecclesiastical,3
Unknown origin,Unknown origin,Wood-Architectural,3
Unknown origin,Unknown origin,Wood-Ornaments,3
Unknown origin,Unknown origin,Wood-Reliefs,3
Unknown origin,Unknown origin,Woodwork-Lacquer,3
Unknown origin,Unknown origin,Works on Paper-Miscellaneous,3
Unknown origin,Unknown origin,Accessory-Neckwear-Womenswear,2
Unknown origin,Unknown origin,Aerophone-Blow Hole,2
Unknown origin,Unknown origin,Aerophone-Organ,2
Unknown origin,Unknown origin,Albums|Books|Prints,2
Unknown origin,Unknown origin,Albums|Ornament & Architecture|Drawings|Prints,2
Unknown origin,Unknown origin,Albums|Photographs|Ornament & Architecture,2
Unknown origin,Unknown origin,Armor Parts-Manteau d'arm,2
Unknown origin,Unknown origin,Barkcloth|Textiles,2
Unknown origin,Unknown origin,Basketry-Implements,2
Unknown origin,Unknown origin,Beads-Costumes,2
Unknown origin,Unknown origin,Beads-Ornaments,2
Unknown origin,Unknown origin,Books|Drawings|Ornament & Architecture,2
Unknown origin,Unknown origin,Books|Ornament & Architecture|Drawings,2
Unknown origin,Unknown origin,Ceramics-Cylinder Seals,2
Unknown origin,Unknown origin,Ceramics|Photographs,2
Unknown origin,Unknown origin,Chordophone-Bowed,2
Unknown origin,Unknown origin,Chordophone-Lute,2
Unknown origin,Unknown origin,Chordophone-Zither,2
Unknown origin,Unknown origin,Clay-Sealings-Inscribed,2
Unknown origin,Unknown origin,Coins-Bronze,2
Unknown origin,Unknown origin,Cut Paper|Drawings|Ephemera,2
Unknown origin,Unknown origin,Cut Paper|Prints,2
Unknown origin,Unknown origin,Drawings|Books,2
Unknown origin,Unknown origin,Drawings|Miscellaneous,2
Unknown origin,Unknown origin,Drawings|Photographs,2
Unknown origin,Unknown origin,Drawings|Prints,2
Unknown origin,Unknown origin,Enamels-Surrey,2
Unknown origin,Unknown origin,Enamels-Translucent,2
Unknown origin,Unknown origin,Enamels|Miniatures,2
Unknown origin,Unknown origin,Faience-Implements,2
Unknown origin,Unknown origin,Faience-Sculpture,2
Unknown origin,Unknown origin,Fans|Textiles-Laces,2
Unknown origin,Unknown origin,Furniture and woodwork,2
Unknown origin,Unknown origin,Glass-Miscellany,2
Unknown origin,Unknown origin,Glass-Sculpture,2
Unknown origin,Unknown origin,Gold,2
Unknown origin,Unknown origin,Hide-Costumes,2
Unknown origin,Unknown origin,Hide-Sculpture,2
Unknown origin,Unknown origin,Horn-Implements,2
Unknown origin,Unknown origin,Horology|Metalwork-Gilt Bronze,2
Unknown origin,Unknown origin,Idiophone-Accessories,2
Unknown origin,Unknown origin,Idiophone-Friction,2
Unknown origin,Unknown origin,Idiophone-Struck-slit drum,2
Unknown origin,Unknown origin,Implements,2
Unknown origin,Unknown origin,Ivories-Whale,2
Unknown origin,Unknown origin,Ivories|Bone,2
Unknown origin,Unknown origin,Ivory/Bone-Sculpture-Inscribed,2
Unknown origin,Unknown origin,Ivory/Bone-Stamp Seals-Inscribed,2
Unknown origin,Unknown origin,Jewelry|Beads-Ornaments,2
Unknown origin,Unknown origin,Lamps,2
Unknown origin,Unknown origin,Lapidary Work-Agate,2
Unknown origin,Unknown origin,Lapidary Work-Amber,2
Unknown origin,Unknown origin,Letters|Ornament & Architecture,2
Unknown origin,Unknown origin,Main dress-Childrenswear-Boy's,2
Unknown origin,Unknown origin,Main dress-Childrenswear-Girl's,2
Unknown origin,Unknown origin,Membranophone,2
Unknown origin,Unknown origin,Membranophone-double-headed / frame drum,2
Unknown origin,Unknown origin,Membranophone-single-headed / conical drum,2
Unknown origin,Unknown origin,Membranophone-single-headed / frame drum,2
Unknown origin,Unknown origin,Metal-Musical Instruments,2
Unknown origin,Unknown origin,Metalwork-Bell Metal,2
Unknown origin,Unknown origin,Metalwork-Chromium,2
Unknown origin,Unknown origin,Metalwork-Combination,2
Unknown origin,Unknown origin,Metalwork-Cylinder Seals,2
Unknown origin,Unknown origin,Metalwork-Enamel,2
Unknown origin,Unknown origin,Metalwork-Gilt Bronze|Natural Substances,2
Unknown origin,Unknown origin,Metalwork-Gold and Platinum|Natural Substances,2
Unknown origin,Unknown origin,Metalwork-Gold and Platinum|Paintings,2
Unknown origin,Unknown origin,Metalwork-Musical Instruments,2
Unknown origin,Unknown origin,Metalwork-Reliefs-Inscribed,2
Unknown origin,Unknown origin,Metalwork-Silver In Combination|Paintings,2
Unknown origin,Unknown origin,Metalwork-Steel|Lighting,2
Unknown origin,Unknown origin,Miscellaneous-Documents,2
