region,country,decade,medium_group,n_objects
Europe,United Kingdom,1720,Paintings,1
Europe,United Kingdom,1720,Prints,2
Europe,United Kingdom,1720,Sculpture,1
Europe,United Kingdom,1720,Textiles,2
Europe,United Kingdom,1730,Decorative arts,4
Europe,United Kingdom,1730,Other,12
Europe,United Kingdom,1730,Prints,105
Europe,United Kingdom,1730,Sculpture,2
Europe,United Kingdom,1740,Decorative arts,18
Europe,United Kingdom,1740,Drawings,2
Europe,United Kingdom,1740,Other,26
Europe,United Kingdom,1740,Prints,19
Europe,United Kingdom,1740,Textiles,3
Europe,United Kingdom,1750,Decorative arts,61
Europe,United Kingdom,1750,Drawings,2
Europe,United Kingdom,1750,Other,26
Europe,United Kingdom,1750,Paintings,1
Europe,United Kingdom,1750,Prints,30
Europe,United Kingdom,1750,Textiles,3
Europe,United Kingdom,1760,Decorative arts,99
Europe,United Kingdom,1760,Drawings,10
Europe,United Kingdom,1760,Other,52
Europe,United Kingdom,1760,Paintings,3
Europe,United Kingdom,1760,Prints,34
Europe,United Kingdom,1760,Sculpture,3
Europe,United Kingdom,1760,Textiles,2
Europe,United Kingdom,1770,Decorative arts,104
Europe,United Kingdom,1770,Drawings,24
Europe,United Kingdom,1770,Other,38
Europe,United Kingdom,1770,Paintings,6
Europe,United Kingdom,1770,Prints,64
Europe,United Kingdom,1770,Sculpture,7
Europe,United Kingdom,1770,Textiles,2
Europe,United Kingdom,1780,Decorative arts,70
Europe,United Kingdom,1780,Drawings,21
Europe,United Kingdom,1780,Other,16
Europe,United Kingdom,1780,Paintings,1
Europe,United Kingdom,1780,Prints,27
Europe,United Kingdom,1780,Sculpture,1
Europe,United Kingdom,1780,Textiles,3
Europe,United Kingdom,1790,Decorative arts,72
Europe,United Kingdom,1790,Drawings,27
Europe,United Kingdom,1790,Other,32
Europe,United Kingdom,1790,Paintings,4
Europe,United Kingdom,1790,Prints,36
Europe,United Kingdom,1790,Sculpture,1
Europe,United Kingdom,1790,Textiles,4
Europe,United Kingdom,1800,Decorative arts,86
Europe,United Kingdom,1800,Drawings,36
Europe,United Kingdom,1800,Other,111
Europe,United Kingdom,1800,Paintings,3
Europe,United Kingdom,1800,Photographs,1
Europe,United Kingdom,1800,Prints,120
Europe,United Kingdom,1800,Sculpture,4
Europe,United Kingdom,1800,Textiles,20
Europe,United Kingdom,1810,Decorative arts,74
Europe,United Kingdom,1810,Drawings,19
Europe,United Kingdom,1810,Other,47
Europe,United Kingdom,1810,Paintings,3
Europe,United Kingdom,1810,Prints,32
Europe,United Kingdom,1810,Sculpture,8
Europe,United Kingdom,1810,Textiles,5
Europe,United Kingdom,1820,Decorative arts,77
Europe,United Kingdom,1820,Drawings,14
Europe,United Kingdom,1820,Other,50
Europe,United Kingdom,1820,Paintings,4
Europe,United Kingdom,1820,Prints,152
Europe,United Kingdom,1820,Sculpture,2
Europe,United Kingdom,1820,Textiles,9
Europe,United Kingdom,1830,Decorative arts,79
Europe,United Kingdom,1830,Drawings,14
Europe,United Kingdom,1830,Other,35
Europe,United Kingdom,1830,Paintings,1
Europe,United Kingdom,1830,Photographs,2
Europe,United Kingdom,1830,Prints,348
Europe,United Kingdom,1830,Textiles,5
Europe,United Kingdom,1840,Decorative arts,13
Europe,United Kingdom,1840,Drawings,17
Europe,United Kingdom,1840,Other,28
Europe,United Kingdom,1840,Paintings,2
Europe,United Kingdom,1840,Photographs,26
Europe,United Kingdom,1840,Prints,227
Europe,United Kingdom,1840,Sculpture,4
Europe,United Kingdom,1840,Textiles,1
Europe,United Kingdom,1850,Decorative arts,12
Europe,United Kingdom,1850,Drawings,20
Europe,United Kingdom,1850,Other,17
Europe,United Kingdom,1850,Paintings,2
Europe,United Kingdom,1850,Photographs,112
Europe,United Kingdom,1850,Prints,69
Europe,United Kingdom,1850,Sculpture,2
Europe,United Kingdom,1850,Textiles,3
Europe,United Kingdom,1860,Decorative arts,3
Europe,United Kingdom,1860,Drawings,8
Europe,United Kingdom,1860,Other,16
Europe,United Kingdom,1860,Paintings,4
Europe,United Kingdom,1860,Photographs,82
Europe,United Kingdom,1860,Prints,129
Europe,United Kingdom,1860,Sculpture,1
Europe,United Kingdom,1860,Textiles,4
Europe,United Kingdom,1870,Decorative arts,9
Europe,United Kingdom,1870,Drawings,13
Europe,United Kingdom,1870,Other,9
Europe,United Kingdom,1870,Photographs,45
Europe,United Kingdom,1870,Prints,47
Europe,United Kingdom,1870,Textiles,4
Europe,United Kingdom,1880,Decorative arts,45
Europe,United Kingdom,1880,Drawings,13
Europe,United Kingdom,1880,Other,16
Europe,United Kingdom,1880,Paintings,2
Europe,United Kingdom,1880,Photographs,22
Europe,United Kingdom,1880,Prints,33
Europe,United Kingdom,1880,Sculpture,2
Europe,United Kingdom,1880,Textiles,4
Europe,United Kingdom,1890,Decorative arts,25
Europe,United Kingdom,1890,Drawings,18
Europe,United Kingdom,1890,Other,35
Europe,United Kingdom,1890,Photographs,11
Europe,United Kingdom,1890,Prints,145
Europe,United Kingdom,1890,Sculpture,47
Europe,United Kingdom,1900,Decorative arts,42
Europe,United Kingdom,1900,Drawings,16
Europe,United Kingdom,1900,Other,83
Europe,United Kingdom,1900,Paintings,3
Europe,United Kingdom,1900,Photographs,2
Europe,United Kingdom,1900,Prints,105
Europe,United Kingdom,1900,Sculpture,5
Europe,United Kingdom,1900,Textiles,3
Europe,United Kingdom,1910,Decorative arts,7
Europe,United Kingdom,1910,Drawings,6
Europe,United Kingdom,1910,Other,37
Europe,United Kingdom,1910,Paintings,1
Europe,United Kingdom,1910,Photographs,6
Europe,United Kingdom,1910,Prints,197
Europe,United Kingdom,1910,Sculpture,4
Europe,United Kingdom,1920,Decorative arts,4
Europe,United Kingdom,1920,Drawings,21
Europe,United Kingdom,1920,Other,3
Europe,United Kingdom,1920,Paintings,1
Europe,United Kingdom,1920,Photographs,3
Europe,United Kingdom,1920,Prints,276
Europe,United Kingdom,1920,Sculpture,4
Europe,United Kingdom,1930,Decorative arts,3
Europe,United Kingdom,1930,Drawings,12
Europe,United Kingdom,1930,Other,14
Europe,United Kingdom,1930,Paintings,1
Europe,United Kingdom,1930,Photographs,7
Europe,United Kingdom,1930,Prints,81
Europe,United Kingdom,1940,Drawings,8
Europe,United Kingdom,1940,Other,5
Europe,United Kingdom,1940,Paintings,3
Europe,United Kingdom,1940,Photographs,2
Europe,United Kingdom,1940,Prints,27
Europe,United Kingdom,1940,Sculpture,1
Europe,United Kingdom,1940,Textiles,2
Europe,United Kingdom,1950,Drawings,5
Europe,United Kingdom,1950,Other,16
Europe,United Kingdom,1950,Paintings,4
Europe,United Kingdom,1950,Photographs,3
Europe,United Kingdom,1950,Prints,8
Europe,United Kingdom,1950,Sculpture,3
Europe,United Kingdom,1960,Other,4
Europe,United Kingdom,1960,Photographs,3
Europe,United Kingdom,1960,Prints,30
Europe,United Kingdom,1960,Sculpture,2
Europe,United Kingdom,1970,Decorative arts,4
Europe,United Kingdom,1970,Drawings,2
Europe,United Kingdom,1970,Other,7
Europe,United Kingdom,1970,Paintings,1
Europe,United Kingdom,1970,Photographs,11
Europe,United Kingdom,1970,Prints,35
Europe,United Kingdom,1980,Decorative arts,5
Europe,United Kingdom,1980,Drawings,2
Europe,United Kingdom,1980,Other,5
Europe,United Kingdom,1980,Paintings,1
Europe,United Kingdom,1980,Photographs,48
Europe,United Kingdom,1980,Prints,15
Europe,United Kingdom,1990,Decorative arts,1
Europe,United Kingdom,1990,Drawings,4
Europe,United Kingdom,1990,Other,1
Europe,United Kingdom,1990,Paintings,1
Europe,United Kingdom,1990,Photographs,4
Europe,United Kingdom,1990,Prints,11
Europe,United Kingdom,1990,Sculpture,1
Europe,United Kingdom,2000,Drawings,2
Europe,United Kingdom,2000,Other,5
Europe,United Kingdom,2000,Photographs,5
Europe,United Kingdom,2000,Prints,26
Europe,United Kingdom,2010,Drawings,1
Europe,United Kingdom,2010,Other,1
Europe,United Kingdom,2010,Paintings,1
Europe,United Kingdom,2010,Photographs,3
Europe,United Kingdom,2010,Prints,2
Europe,United Kingdom,2010,Sculpture,32
Europe,United Kingdom,2020,Decorative arts,2
Europe,United Kingdom,2020,Other,1
Latin America & Caribbean,Bolivia,1600,Other,1
Latin America & Caribbean,Bolivia,1790,Other,5
Latin America & Caribbean,Bolivia,1800,Textiles,1
Latin America & Caribbean,Bolivia,1820,Textiles,6
Latin America & Caribbean,Bolivia,1850,Textiles,1
Latin America & Caribbean,Bolivia,1870,Textiles,1
Latin America & Caribbean,Bolivia,1890,Other,3
Latin America & Caribbean,Bolivia,1890,Textiles,3
Latin America & Caribbean,Bolivia,1900,Other,3
Latin America & Caribbean,Bolivia,1900,Textiles,12
Latin America & Caribbean,Bolivia,1920,Textiles,35
Latin America & Caribbean,Bolivia,1940,Other,1
Latin America & Caribbean,Bolivia,1950,Textiles,5
Latin America & Caribbean,Bolivia,1980,Textiles,2
Latin America & Caribbean,Bolivia,1990,Other,23
Latin America & Caribbean,Bolivia,1990,Textiles,12
Latin America & Caribbean,Bolivia,2000,Other,2
Latin America & Caribbean,Bolivia,2000,Textiles,11
Latin America & Caribbean,Bolivia,2020,Textiles,33
Latin America & Caribbean,Mexico,1400,Other,3
Latin America & Caribbean,Mexico,1400,Sculpture,4
Latin America & Caribbean,Mexico,1450,Sculpture,1
Latin America & Caribbean,Mexico,1490,Sculpture,1
Latin America & Caribbean,Mexico,1500,Decorative arts,40
Latin America & Caribbean,Mexico,1500,Other,14
Latin America & Caribbean,Mexico,1500,Sculpture,11
Latin America & Caribbean,Mexico,1520,Decorative arts,4
Latin America & Caribbean,Mexico,1520,Other,14
Latin America & Caribbean,Mexico,1520,Sculpture,4
Latin America & Caribbean,Mexico,1540,Decorative arts,9
Latin America & Caribbean,Mexico,1540,Other,2
Latin America & Caribbean,Mexico,1540,Sculpture,1
Latin America & Caribbean,Mexico,1550,Decorative arts,14
Latin America & Caribbean,Mexico,1550,Other,9
Latin America & Caribbean,Mexico,1550,Sculpture,42
Latin America & Caribbean,Mexico,1570,Other,1
Latin America & Caribbean,Mexico,1590,Decorative arts,4
Latin America & Caribbean,Mexico,1590,Other,8
Latin America & Caribbean,Mexico,1590,Sculpture,1
Latin America & Caribbean,Mexico,1600,Decorative arts,115
Latin America & Caribbean,Mexico,1600,Other,308
Latin America & Caribbean,Mexico,1600,Sculpture,30
Latin America & Caribbean,Mexico,1650,Decorative arts,5
Latin America & Caribbean,Mexico,1670,Paintings,1
Latin America & Caribbean,Mexico,1680,Decorative arts,6
Latin America & Caribbean,Mexico,1690,Paintings,1
Latin America & Caribbean,Mexico,1700,Decorative arts,11
Latin America & Caribbean,Mexico,1700,Other,2
Latin America & Caribbean,Mexico,1700,Sculpture,1
Latin America & Caribbean,Mexico,1720,Other,1
Latin America & Caribbean,Mexico,1750,Decorative arts,13
Latin America & Caribbean,Mexico,1760,Decorative arts,1
Latin America & Caribbean,Mexico,1770,Textiles,1
Latin America & Caribbean,Mexico,1780,Decorative arts,4
Latin America & Caribbean,Mexico,1780,Textiles,1
Latin America & Caribbean,Mexico,1790,Other,4
Latin America & Caribbean,Mexico,1790,Paintings,1
Latin America & Caribbean,Mexico,1800,Decorative arts,31
Latin America & Caribbean,Mexico,1800,Other,9
Latin America & Caribbean,Mexico,1800,Sculpture,1
Latin America & Caribbean,Mexico,1800,Textiles,3
Latin America & Caribbean,Mexico,1810,Decorative arts,2
Latin America & Caribbean,Mexico,1810,Other,2
Latin America & Caribbean,Mexico,1810,Textiles,2
Latin America & Caribbean,Mexico,1820,Decorative arts,18
Latin America & Caribbean,Mexico,1830,Decorative arts,16
Latin America & Caribbean,Mexico,1830,Other,2
Latin America & Caribbean,Mexico,1830,Textiles,1
Latin America & Caribbean,Mexico,1840,Decorative arts,14
Latin America & Caribbean,Mexico,1840,Other,2
Latin America & Caribbean,Mexico,1850,Decorative arts,4
Latin America & Caribbean,Mexico,1850,Other,2
Latin America & Caribbean,Mexico,1850,Sculpture,2
Latin America & Caribbean,Mexico,1850,Textiles,2
Latin America & Caribbean,Mexico,1860,Decorative arts,6
Latin America & Caribbean,Mexico,1860,Other,2
Latin America & Caribbean,Mexico,1860,Sculpture,3
Latin America & Caribbean,Mexico,1860,Textiles,3
Latin America & Caribbean,Mexico,1870,Other,6
Latin America & Caribbean,Mexico,1880,Decorative arts,2
Latin America & Caribbean,Mexico,1880,Other,10
Latin America & Caribbean,Mexico,1880,Textiles,1
Latin America & Caribbean,Mexico,1890,Decorative arts,1
Latin America & Caribbean,Mexico,1890,Other,17
Latin America & Caribbean,Mexico,1890,Prints,2
Latin America & Caribbean,Mexico,1890,Textiles,18
Latin America & Caribbean,Mexico,1900,Decorative arts,17
Latin America & Caribbean,Mexico,1900,Drawings,3
Latin America & Caribbean,Mexico,1900,Other,52
Latin America & Caribbean,Mexico,1900,Prints,3
Latin America & Caribbean,Mexico,1900,Sculpture,3
Latin America & Caribbean,Mexico,1900,Textiles,4
Latin America & Caribbean,Mexico,1910,Decorative arts,1
Latin America & Caribbean,Mexico,1910,Drawings,2
Latin America & Caribbean,Mexico,1910,Paintings,2
Latin America & Caribbean,Mexico,1910,Prints,2
Latin America & Caribbean,Mexico,1920,Drawings,2
Latin America & Caribbean,Mexico,1920,Photographs,8
Latin America & Caribbean,Mexico,1920,Prints,17
Latin America & Caribbean,Mexico,1920,Textiles,2
Latin America & Caribbean,Mexico,1930,Decorative arts,2
Latin America & Caribbean,Mexico,1930,Drawings,9
Latin America & Caribbean,Mexico,1930,Paintings,4
Latin America & Caribbean,Mexico,1930,Photographs,32
Latin America & Caribbean,Mexico,1930,Prints,27
Latin America & Caribbean,Mexico,1940,Drawings,11
Latin America & Caribbean,Mexico,1940,Other,8
Latin America & Caribbean,Mexico,1940,Paintings,4
Latin America & Caribbean,Mexico,1940,Photographs,18
Latin America & Caribbean,Mexico,1940,Prints,63
Latin America & Caribbean,Mexico,1950,Drawings,5
Latin America & Caribbean,Mexico,1950,Paintings,2
Latin America & Caribbean,Mexico,1950,Photographs,4
Latin America & Caribbean,Mexico,1950,Prints,22
Latin America & Caribbean,Mexico,1960,Drawings,1
Latin America & Caribbean,Mexico,1960,Photographs,21
Latin America & Caribbean,Mexico,1960,Prints,53
Latin America & Caribbean,Mexico,1970,Other,1
Latin America & Caribbean,Mexico,1970,Paintings,1
Latin America & Caribbean,Mexico,1970,Photographs,46
Latin America & Caribbean,Mexico,1970,Prints,5
Latin America & Caribbean,Mexico,1970,Sculpture,1
Latin America & Caribbean,Mexico,1980,Drawings,1
Latin America & Caribbean,Mexico,1980,Other,1
Latin America & Caribbean,Mexico,1980,Photographs,60
Latin America & Caribbean,Mexico,1980,Prints,15
Latin America & Caribbean,Mexico,1990,Photographs,58
Latin America & Caribbean,Mexico,1990,Prints,1
Latin America & Caribbean,Mexico,2000,Decorative arts,3
Latin America & Caribbean,Mexico,2000,Drawings,2
Latin America & Caribbean,Mexico,2000,Other,1
Latin America & Caribbean,Mexico,2000,Paintings,1
Latin America & Caribbean,Mexico,2000,Photographs,40
Latin America & Caribbean,Mexico,2000,Prints,22
Latin America & Caribbean,Mexico,2000,Textiles,2
Latin America & Caribbean,Mexico,2010,Photographs,24
Latin America & Caribbean,Mexico,2010,Prints,2
Latin America & Caribbean,Mexico,2010,Sculpture,8
Latin America & Caribbean,Mexico,2020,Decorative arts,1
Latin America & Caribbean,Peru,1400,Decorative arts,9
Latin America & Caribbean,Peru,1400,Other,7
Latin America & Caribbean,Peru,1400,Sculpture,13
Latin America & Caribbean,Peru,1400,Textiles,31
Latin America & Caribbean,Peru,1420,Textiles,2
Latin America & Caribbean,Peru,1450,Decorative arts,1
Latin America & Caribbean,Peru,1450,Other,1
Latin America & Caribbean,Peru,1450,Textiles,3
Latin America & Caribbean,Peru,1460,Decorative arts,1
Latin America & Caribbean,Peru,1460,Textiles,3
Latin America & Caribbean,Peru,1470,Decorative arts,4
Latin America & Caribbean,Peru,1470,Other,18
Latin America & Caribbean,Peru,1470,Sculpture,2
Latin America & Caribbean,Peru,1470,Textiles,4
Latin America & Caribbean,Peru,1480,Other,1
Latin America & Caribbean,Peru,1480,Textiles,2
Latin America & Caribbean,Peru,1490,Other,2
Latin America & Caribbean,Peru,1500,Decorative arts,18
Latin America & Caribbean,Peru,1500,Other,275
Latin America & Caribbean,Peru,1500,Sculpture,25
Latin America & Caribbean,Peru,1500,Textiles,166
Latin America & Caribbean,Peru,1520,Other,2
Latin America & Caribbean,Peru,1520,Textiles,3
Latin America & Caribbean,Peru,1530,Decorative arts,2
Latin America & Caribbean,Peru,1530,Other,7
Latin America & Caribbean,Peru,1530,Sculpture,1
Latin America & Caribbean,Peru,1530,Textiles,4
Latin America & Caribbean,Peru,1540,Other,2
Latin America & Caribbean,Peru,1540,Textiles,23
Latin America & Caribbean,Peru,1550,Decorative arts,15
Latin America & Caribbean,Peru,1550,Other,11
Latin America & Caribbean,Peru,1550,Sculpture,1
Latin America & Caribbean,Peru,1550,Textiles,8
Latin America & Caribbean,Peru,1570,Other,37
Latin America & Caribbean,Peru,1570,Sculpture,5
Latin America & Caribbean,Peru,1570,Textiles,4
Latin America & Caribbean,Peru,1580,Other,149
Latin America & Caribbean,Peru,1580,Sculpture,2
Latin America & Caribbean,Peru,1580,Textiles,11
Latin America & Caribbean,Peru,1590,Other,1
Latin America & Caribbean,Peru,1590,Textiles,2
Latin America & Caribbean,Peru,1600,Decorative arts,33
Latin America & Caribbean,Peru,1600,Other,137
Latin America & Caribbean,Peru,1600,Sculpture,21
Latin America & Caribbean,Peru,1600,Textiles,123
Latin America & Caribbean,Peru,1610,Textiles,1
Latin America & Caribbean,Peru,1620,Textiles,2
Latin America & Caribbean,Peru,1630,Textiles,1
Latin America & Caribbean,Peru,1650,Textiles,2
Latin America & Caribbean,Peru,1690,Textiles,1
Latin America & Caribbean,Peru,1700,Decorative arts,1
Latin America & Caribbean,Peru,1700,Other,11
Latin America & Caribbean,Peru,1700,Textiles,1
Latin America & Caribbean,Peru,1710,Other,1
Latin America & Caribbean,Peru,1710,Textiles,1
Latin America & Caribbean,Peru,1720,Textiles,2
Latin America & Caribbean,Peru,1790,Other,2
Latin America & Caribbean,Peru,1790,Paintings,1
Latin America & Caribbean,Peru,1790,Textiles,1
Latin America & Caribbean,Peru,1800,Other,12
Latin America & Caribbean,Peru,1800,Paintings,1
Latin America & Caribbean,Peru,1800,Sculpture,3
Latin America & Caribbean,Peru,1800,Textiles,5
Latin America & Caribbean,Peru,1870,Drawings,1
Latin America & Caribbean,Peru,1890,Decorative arts,2
Latin America & Caribbean,Peru,1890,Other,4
Latin America & Caribbean,Peru,1900,Decorative arts,7
Latin America & Caribbean,Peru,1900,Other,11
Latin America & Caribbean,Peru,1900,Textiles,2
Latin America & Caribbean,Peru,1910,Other,3
Latin America & Caribbean,Peru,1910,Textiles,1
Latin America & Caribbean,Peru,1920,Decorative arts,3
Latin America & Caribbean,Peru,1920,Other,5
Latin America & Caribbean,Peru,1920,Textiles,2
Latin America & Caribbean,Peru,1930,Photographs,1
Latin America & Caribbean,Peru,1930,Textiles,1
Latin America & Caribbean,Peru,1950,Decorative arts,1
Latin America & Caribbean,Peru,1960,Decorative arts,1
Latin America & Caribbean,Peru,1960,Other,1
Latin America & Caribbean,Peru,1970,Decorative arts,1
Latin America & Caribbean,Peru,1990,Photographs,8
Latin America & Caribbean,Peru,1990,Textiles,3
Latin America & Caribbean,Peru,2000,Other,1
Latin America & Caribbean,Peru,2000,Photographs,1
Latin America & Caribbean,Peru,2000,Textiles,1
Latin America & Caribbean,Peru,2020,Decorative arts,7
Latin America & Caribbean,Peru,2020,Textiles,28
Middle East & North Africa,Egypt,1400,Decorative arts,1
Middle East & North Africa,Egypt,1400,Other,1
Middle East & North Africa,Egypt,1400,Textiles,1
Middle East & North Africa,Egypt,1420,Decorative arts,2
Middle East & North Africa,Egypt,1440,Other,1
Middle East & North Africa,Egypt,1450,Decorative arts,2
Middle East & North Africa,Egypt,1450,Textiles,1
Middle East & North Africa,Egypt,1460,Sculpture,1
Middle East & North Africa,Egypt,1470,Decorative arts,2
Middle East & North Africa,Egypt,1490,Decorative arts,369
Middle East & North Africa,Egypt,1490,Drawings,2
Middle East & North Africa,Egypt,1490,Other,68
Middle East & North Africa,Egypt,1490,Sculpture,2
Middle East & North Africa,Egypt,1490,Textiles,9
Middle East & North Africa,Egypt,1500,Decorative arts,1
Middle East & North Africa,Egypt,1500,Other,1
Middle East & North Africa,Egypt,1520,Textiles,3
Middle East & North Africa,Egypt,1570,Textiles,1
Middle East & North Africa,Egypt,1590,Decorative arts,73
Middle East & North Africa,Egypt,1590,Drawings,2
Middle East & North Africa,Egypt,1590,Other,16
Middle East & North Africa,Egypt,1590,Textiles,8
Middle East & North Africa,Egypt,1600,Decorative arts,1
Middle East & North Africa,Egypt,1690,Sculpture,1
Middle East & North Africa,Egypt,1690,Textiles,7
Middle East & North Africa,Egypt,1700,Sculpture,1
Middle East & North Africa,Egypt,1700,Textiles,1
Middle East & North Africa,Egypt,1790,Other,5
Middle East & North Africa,Egypt,1820,Textiles,1
Middle East & North Africa,Egypt,1850,Textiles,5
Middle East & North Africa,Egypt,1870,Textiles,1
Middle East & North Africa,Egypt,1880,Other,9
Middle East & North Africa,Egypt,1890,Decorative arts,24
Middle East & North Africa,Egypt,1890,Other,16
Middle East & North Africa,Egypt,1890,Paintings,2
Middle East & North Africa,Egypt,1890,Textiles,3
Middle East & North Africa,Egypt,1900,Decorative arts,3
Middle East & North Africa,Egypt,1900,Drawings,1
Middle East & North Africa,Egypt,1900,Other,27
