region,country,decade,medium_group,n_objects
Unknown,Canadian,1910,Prints,5
Unknown,Canadian,1920,Photographs,5
Unknown,Canadian,1920,Prints,11
Unknown,Canadian,1930,Photographs,3
Unknown,Canadian,1930,Prints,4
Unknown,Canadian,1940,Photographs,1
Unknown,Canadian,1940,Prints,1
Unknown,Canadian,1950,Prints,1
Unknown,Canadian,1960,Paintings,2
Unknown,Canadian,1960,Photographs,2
Unknown,Canadian,1960,Prints,3
Unknown,Canadian,1970,Drawings,4
Unknown,Canadian,1970,Paintings,2
Unknown,Canadian,1970,Photographs,13
Unknown,Canadian,1970,Prints,5
Unknown,Canadian,1980,Photographs,46
Unknown,Canadian,1990,Other,1
Unknown,Canadian,1990,Paintings,1
Unknown,Canadian,1990,Photographs,16
Unknown,Canadian,2000,Drawings,1
Unknown,Canadian,2000,Photographs,6
Unknown,Canadian | Italian,1960,Prints,1
Unknown,Canadian | Swiss,1990,Prints,1
Unknown,Caribbean,1860,Photographs,1
Unknown,Caucasus,1800,Textiles,1
Unknown,Caucasus,1840,Other,1
Unknown,Caucasus,1890,Textiles,1
Unknown,Caucasus or northern Iran,1550,Decorative arts,1
Unknown,Causasus,1840,Other,1
Unknown,Central Africa,1800,Other,1
Unknown,Central Africa,1800,Sculpture,3
Unknown,Central Africa,1870,Other,1
Unknown,Central Africa,1880,Other,3
Unknown,Central Africa,1880,Sculpture,4
Unknown,Central Africa,1890,Other,1
Unknown,Central Africa,1890,Sculpture,1
Unknown,Central Africa,1900,Decorative arts,1
Unknown,Central Africa,1900,Other,6
Unknown,Central Africa,1900,Sculpture,3
Unknown,Central Africa,1910,Other,2
Unknown,Central Africa,1920,Sculpture,1
Unknown,Central Africa,1930,Other,2
Unknown,Central Africa,1940,Other,1
Unknown,Central African Republic,1970,Photographs,2
Unknown,Central African Republic,2000,Other,2
Unknown,Central African Republic,2000,Photographs,1
Unknown,Central Andes,1400,Textiles,2
Unknown,Central Andes,1460,Textiles,1
Unknown,Central Andes,1470,Decorative arts,1
Unknown,Central Andes (Peru),1470,Decorative arts,1
Unknown,Central Asia,1800,Textiles,1
Unknown,Central Asia,1890,Prints,1
Unknown,Central Asia,1890,Textiles,1
Unknown,Central Asia,1920,Decorative arts,2
Unknown,Central Asia,1970,Other,1
Unknown,Central Asia or Iran,1700,Decorative arts,1
Unknown,Central Asia or Iran,1920,Decorative arts,1
Unknown,Central Asia or Iran,1920,Other,16
Unknown,Central Asia or Iran,1920,Prints,1
Unknown,Central Asia or Iran,1990,Other,1
Unknown,Central Asia or Iran,2020,Other,1
Unknown,Central Europe,1420,Other,1
Unknown,Central Europe,1500,Other,1
Unknown,Central Europe,1700,Other,1
Unknown,Central Europe,1800,Textiles,1
Unknown,Central India,1590,Paintings,2
Unknown,Central India,1620,Paintings,1
Unknown,Central India,1630,Paintings,6
Unknown,Central India,1640,Paintings,7
Unknown,Central India,1650,Paintings,1
Unknown,Central India,1660,Paintings,1
Unknown,Central India,1670,Paintings,2
Unknown,Central India,1680,Paintings,1
Unknown,Central India,1760,Paintings,1
Unknown,Central India,1790,Paintings,1
Unknown,Central India,1890,Other,2
Unknown,Central India or Rajasthan,1890,Other,5
Unknown,Central India or Sri Lanka,1790,Other,1
Unknown,Central Italy,1400,Sculpture,1
Unknown,Central Italy,1470,Sculpture,1
Unknown,Central Mexico,1590,Other,1
Unknown,Central Tibet,1440,Paintings,3
Unknown,Central Turkey,1890,Textiles,1
Unknown,Central or Southern India or Sri Lanka,1890,Other,1
Unknown,Central or Southern India or Sri lanka,1890,Other,1
Unknown,Ceylon,1600,Other,3
Unknown,Ceylon,1700,Other,1
Unknown,Ceylon,1880,Photographs,1
Unknown,Ceylon,1890,Photographs,3
Unknown,Ceylon,1900,Drawings,9
Unknown,Ceylon,1920,Photographs,1
Unknown,Chad,1620,Other,1
Unknown,Chad,2000,Sculpture,1
Unknown,Chad?,1990,Other,1
Unknown,Chile,1400,Textiles,5
Unknown,Chile,1500,Textiles,1
Unknown,Chile,1550,Other,1
Unknown,Chile,1550,Textiles,1
Unknown,Chile,1700,Sculpture,1
Unknown,Chile,1850,Sculpture,1
Unknown,Chile,1900,Other,1
Unknown,Chile,1900,Sculpture,3
Unknown,Chile,1940,Other,1
Unknown,Chile,1950,Textiles,1
Unknown,Chile,1960,Prints,1
Unknown,Chile,1990,Other,1
Unknown,Chile,2000,Prints,1
Unknown,Chile,2000,Sculpture,3
Unknown,Chile,2000,Textiles,4
Unknown,Chilean,1940,Paintings,1
Unknown,Chilean,1940,Prints,1
Unknown,Chilean,1950,Prints,1
Unknown,Chilean,1960,Paintings,1
Unknown,Chilean,1960,Prints,19
Unknown,Chilean,1970,Prints,1
Unknown,Chilean,1980,Drawings,1
Unknown,Chilean | French,1960,Prints,1
Unknown,China ?,1800,Textiles,4
Unknown,China and Tibet,1600,Drawings,1
Unknown,China or Japan,1800,Textiles,1
Unknown,China or Japan,1900,Other,1
Unknown,China or Korea,1600,Paintings,2
Unknown,China or Korea,1800,Other,1
Unknown,China or Mongolia,1900,Other,1
Unknown,China or present-day Uzbekistan,1890,Other,3
Unknown,China?,1820,Other,1
Unknown,China?,1890,Textiles,1
Unknown,China?,1900,Decorative arts,1
Unknown,China?,1900,Other,2
Unknown,China|India,1800,Other,1
Unknown,China|India,1820,Other,1
Unknown,China|Mexico,1790,Decorative arts,1
Unknown,China|NEW ZEALAND ROTORUA WHAKAREWAREWA,1800,Decorative arts,1
Unknown,Chinese Export porcelain,1770,Decorative arts,19
Unknown,Chinese | Japanese,1800,Decorative arts,2
Unknown,Chitimacha/Choctaw,2020,Photographs,1
Unknown,Clevevland School,1920,Prints,1
Unknown,Coastal Ecuador,1530,Other,1
Unknown,Coffret: France,1500,Prints,1
Unknown,Colombia,1400,Decorative arts,13
Unknown,Colombia,1500,Decorative arts,25
Unknown,Colombia,1500,Other,90
Unknown,Colombia,1500,Sculpture,1
Unknown,Colombia,1520,Other,2
Unknown,Colombia,1590,Other,8
Unknown,Colombia,1600,Decorative arts,2
Unknown,Colombia,1600,Other,84
Unknown,Colombia,1600,Sculpture,9
Unknown,Colombia,1620,Other,5
Unknown,Colombia,1620,Sculpture,2
Unknown,Colombia,1770,Other,1
Unknown,Colombia,1800,Decorative arts,7
Unknown,Colombia,1900,Other,4
Unknown,Colombia,1940,Photographs,1
Unknown,Colombia,1960,Paintings,1
Unknown,Colombia,1960,Photographs,1
Unknown,Colombia,1970,Photographs,1
Unknown,Colombia,1970,Textiles,2
Unknown,Colombia,1980,Textiles,1
Unknown,Colombia,1990,Photographs,2
Unknown,Colombia (?),1600,Other,4
Unknown,Colombia (?),1620,Other,1
Unknown,Colombia or Costa Rica,1500,Other,1
Unknown,Colombia or Ecuador,1500,Decorative arts,1
Unknown,Colombia or Ecuador,1620,Other,1
Unknown,Colombia or Panama,1520,Other,1
Unknown,Colombia or Panama,1620,Other,2
Unknown,Colombia or Venezuela,1890,Other,1
Unknown,Colombia?,1550,Decorative arts,1
Unknown,Colombian,1950,Drawings,1
Unknown,Colombian,1950,Prints,1
Unknown,Colombian,1960,Prints,2
Unknown,Colombian,2010,Drawings,1
Unknown,Colombia|Ecuador,1870,Other,1
Unknown,Congo,1900,Other,8
Unknown,Congo,1950,Other,1
Unknown,Congo (Chimpanzee,1960,Paintings,1
Unknown,Congo?,1900,Decorative arts,1
Unknown,Continental,1700,Other,1
Unknown,Continental,1760,Drawings,1
Unknown,Continental,1790,Decorative arts,1
Unknown,Continental,1800,Decorative arts,1
Unknown,Continental,1800,Other,3
Unknown,Continental,1840,Other,3
Unknown,Cook Islands,1600,Other,2
Unknown,Cook Islands,1900,Decorative arts,1
Unknown,Cook Islands,2000,Decorative arts,1
Unknown,Cook Islands,2000,Other,1
Unknown,Costa Rica,1400,Decorative arts,1
Unknown,Costa Rica,1500,Decorative arts,5
Unknown,Costa Rica,1500,Other,30
Unknown,Costa Rica,1510,Other,3
Unknown,Costa Rica,1520,Decorative arts,7
Unknown,Costa Rica,1520,Other,22
Unknown,Costa Rica,1550,Sculpture,1
Unknown,Costa Rica,1590,Other,2
Unknown,Costa Rica,1600,Decorative arts,1
Unknown,Costa Rica,1600,Other,36
Unknown,Costa Rica,1600,Sculpture,2
Unknown,Costa Rica,1870,Other,1
Unknown,Costa Rica,1880,Other,1
Unknown,Costa Rica,1900,Other,5
Unknown,Costa Rica,1900,Photographs,1
Unknown,Costa Rica,1910,Other,1
Unknown,Costa Rica (?),1600,Other,4
Unknown,Costa Rica or Panama,1500,Other,1
Unknown,Costa Rica or Panama,1520,Other,4
Unknown,Costa Rica or Panama,1590,Other,1
Unknown,Costa Rica or Panama,1600,Other,30
Unknown,Costa Rica or Panama,1620,Other,3
Unknown,Costa Rica?,1500,Other,1
Unknown,Costa Rica?,1890,Other,1
Unknown,Costa Rica|Costa Rica,1510,Other,2
Unknown,Cote d'Ivoire,1900,Other,1
Unknown,Cote d'Ivoire,2020,Other,1
Unknown,Crete ?,1430,Paintings,1
Unknown,Croatia,1860,Other,1
Unknown,Croatia,1900,Other,1
Unknown,Croatia,1960,Other,2
Unknown,Croatia (former Yugoslavia),1850,Other,1
Unknown,Croatia (former Yugoslavia),1890,Other,3
Unknown,Croatia (former Yugoslavia),1930,Other,13
Unknown,Croatia (former Yugoslavia),1970,Other,1
Unknown,Croatian,1550,Drawings,1
Unknown,Croatian,1880,Drawings,4
Unknown,Croatian,1880,Prints,17
Unknown,Croatian,1920,Drawings,1
Unknown,Croatian,1940,Drawings,1
Unknown,Croatian | Italian,1550,Drawings,1
Unknown,Cuba,1860,Other,1
Unknown,Cuba,1880,Textiles,1
Unknown,Cuba,1890,Other,1
Unknown,Cuba,1900,Other,7
Unknown,Cuba,1940,Drawings,1
Unknown,Cuba,1950,Prints,1
Unknown,Cuba,1960,Paintings,4
Unknown,Cuba,1990,Photographs,2
Unknown,Cuba,1990,Prints,2
Unknown,Cuba,1990,Textiles,1
Unknown,Cuba,2000,Drawings,1
Unknown,Cuba,2010,Photographs,1
Unknown,Cuban,1940,Drawings,1
Unknown,Cuban,1940,Prints,2
Unknown,Cuban,1950,Paintings,1
Unknown,Cuban,1950,Sculpture,1
Unknown,Cuban,1960,Paintings,2
Unknown,Cuban,1960,Prints,1
Unknown,Cuban,1980,Drawings,2
Unknown,Cuban,1980,Prints,1
Unknown,Cuban,1990,Paintings,3
Unknown,Cuban,1990,Photographs,15
Unknown,Cuban,1990,Prints,1
Unknown,Cuban,1990,Sculpture,1
Unknown,Cuban,2000,Photographs,3
Unknown,Cuban,2000,Sculpture,2
Unknown,Cuban,2010,Other,1
Unknown,Cuban,2010,Photographs,1
Unknown,Cuban,2020,Paintings,2
Unknown,Cyprus ?,1700,Textiles,1
Unknown,Czech,1680,Prints,1
Unknown,Czech,1750,Drawings,1
Unknown,Czech,1760,Prints,2
Unknown,Czech,1840,Drawings,49
Unknown,Czech,1860,Drawings,28
Unknown,Czech,1870,Drawings,1
Unknown,Czech,1870,Prints,3
Unknown,Czech,1880,Drawings,6
Unknown,Czech,1880,Prints,2
Unknown,Czech,1890,Drawings,13
Unknown,Czech,1890,Photographs,3
Unknown,Czech,1890,Prints,4
Unknown,Czech,1890,Sculpture,2
Unknown,Czech,1900,Drawings,9
Unknown,Czech,1900,Photographs,2
Unknown,Czech,1900,Prints,25
Unknown,Czech,1910,Drawings,14
Unknown,Czech,1910,Paintings,2
Unknown,Czech,1910,Photographs,2
Unknown,Czech,1910,Prints,33
Unknown,Czech,1920,Drawings,7
Unknown,Czech,1920,Photographs,9
Unknown,Czech,1920,Prints,50
Unknown,Czech,1930,Drawings,3
Unknown,Czech,1930,Other,1
Unknown,Czech,1930,Photographs,6
Unknown,Czech,1930,Prints,42
Unknown,Czech,1940,Photographs,9
Unknown,Czech,1940,Prints,51
Unknown,Czech,1950,Drawings,1
Unknown,Czech,1950,Photographs,1
Unknown,Czech,1950,Prints,53
Unknown,Czech,1960,Drawings,11
Unknown,Czech,1960,Other,28
Unknown,Czech,1960,Photographs,1
Unknown,Czech,1960,Prints,80
Unknown,Czech,1970,Drawings,13
Unknown,Czech,1970,Other,2
Unknown,Czech,1970,Prints,38
Unknown,Czech,1980,Drawings,5
Unknown,Czech,1980,Photographs,8
Unknown,Czech,1980,Prints,21
Unknown,Czech,1990,Other,1
Unknown,Czech,1990,Prints,30
Unknown,Czech,2000,Photographs,1
Unknown,Czech,2000,Prints,1
Unknown,Czech Republic,1730,Other,1
Unknown,Czech Republic,1770,Decorative arts,2
Unknown,Czech Republic,1800,Decorative arts,21
Unknown,Czech Republic,1800,Other,1
Unknown,Czech Republic,1810,Decorative arts,2
Unknown,Czech Republic,1820,Decorative arts,25
Unknown,Czech Republic,1840,Other,1
Unknown,Czech Republic,1880,Other,1
Unknown,Czech Republic,1890,Decorative arts,1
Unknown,Czech Republic,1890,Other,2
Unknown,Czech Republic,1900,Decorative arts,3
Unknown,Czech Republic,1920,Decorative arts,2
Unknown,Czech Republic,1920,Other,2
Unknown,Czech Republic,1920,Prints,1
Unknown,Czech Republic,1930,Other,1
Unknown,Czech Republic,1940,Other,5
Unknown,Czech Republic,1950,Other,1
Unknown,Czech Republic,1960,Other,1
Unknown,Czech Republic,1980,Decorative arts,5
Unknown,Czech Republic,1990,Other,1
Unknown,Czech Republic,1990,Prints,1
Unknown,Czech Republic (Bohemia),1800,Other,1
Unknown,Czech Republic or Slovakia,1940,Decorative arts,1
Unknown,Czech Republic or Slovakia,1980,Decorative arts,24
Unknown,Czech Republic|England,1810,Decorative arts,1
Unknown,Czech | French,1840,Drawings,1
Unknown,Czech | French,1860,Prints,1
Unknown,Czech | French,1890,Prints,1
Unknown,Czech | French,1900,Prints,1
Unknown,Czech | French,1920,Other,1
Unknown,Czech | French | Swiss,1890,Prints,1
Unknown,Czech | German,1710,Other,1
Unknown,Czech | German,1710,Prints,1
Unknown,Czech | German,1720,Prints,1
Unknown,Czech | German,1740,Prints,1
Unknown,Czech | German,1870,Prints,4
Unknown,Czech | German,1980,Prints,1
Unknown,Czech | Italian,1840,Drawings,15
Unknown,Czech | Roman,1840,Drawings,1
Unknown,Czechoslovakia,1800,Textiles,1
Unknown,Czechoslovakia,1880,Other,1
Unknown,Czechoslovakia,1880,Textiles,1
Unknown,Czechoslovakia,1890,Prints,3
Unknown,Czechoslovakia,1890,Sculpture,1
Unknown,Czechoslovakia,1890,Textiles,1
Unknown,Czechoslovakia,1900,Drawings,1
Unknown,Czechoslovakia,1900,Prints,6
Unknown,Czechoslovakia,1910,Paintings,1
Unknown,Czechoslovakia,1910,Prints,1
Unknown,Czechoslovakia,1920,Photographs,4
Unknown,Czechoslovakia,1920,Prints,32
Unknown,Czechoslovakia,1930,Decorative arts,1
Unknown,Czechoslovakia,1940,Drawings,2
Unknown,Czechoslovakia,1940,Photographs,5
Unknown,Czechoslovakia,1940,Prints,1
Unknown,Czechoslovakia,1950,Photographs,5
Unknown,Czechoslovakia,1960,Photographs,4
Unknown,Czechoslovakia,1970,Decorative arts,1
Unknown,Czechoslovakia,1970,Photographs,2
Unknown,Czechoslovakia,1970,Prints,12
Unknown,Czechoslovakia,1970,Textiles,1
Unknown,Czechoslovakia,1980,Decorative arts,2
Unknown,Czechoslovakia,1980,Prints,6
Unknown,Czechoslovakia,1990,Decorative arts,1
Unknown,Czechoslovakia,1990,Prints,1
Unknown,Czechoslovakia or Germany?,1920,Other,1
Unknown,Côte d'Ivoire,1880,Sculpture,1
Unknown,Côte d'Ivoire,1900,Sculpture,1
Unknown,Côte d'Ivoire,1910,Other,1
Unknown,Côte d'Ivoire,1910,Sculpture,2
Unknown,Côte d'Ivoire,1920,Other,1
Unknown,Côte d'Ivoire,1920,Textiles,5
Unknown,Côte d'Ivoire,1930,Sculpture,1
Unknown,Côte d'Ivoire,1950,Other,15
Unknown,Côte d'Ivoire,1950,Sculpture,33
Unknown,Côte d'Ivoire,1960,Decorative arts,1
Unknown,Côte d'Ivoire,1960,Other,21
Unknown,Côte d'Ivoire,1960,Sculpture,39
Unknown,Côte d'Ivoire,1960,Textiles,2
Unknown,Côte d'Ivoire,1970,Other,7
Unknown,Côte d'Ivoire,1970,Sculpture,1
Unknown,Côte d'Ivoire,1990,Other,1
Unknown,Côte d'Ivoire,1990,Paintings,1
Unknown,Côte d'Ivoire,1990,Sculpture,1
Unknown,Côte d'Ivoire,1990,Textiles,1
Unknown,Côte d'Ivoire,2000,Decorative arts,9
Unknown,Côte d'Ivoire,2000,Other,59
Unknown,Côte d'Ivoire,2000,Sculpture,85
Unknown,Côte d'Ivoire,2000,Textiles,5
Unknown,Côte d'Ivoire,2020,Decorative arts,3
Unknown,Côte d'Ivoire,2020,Textiles,3
Unknown,Côte d'Ivoire or Burkina Faso,1950,Sculpture,1
Unknown,Côte d'Ivoire or Burkina Faso,1960,Other,2
Unknown,Côte d'Ivoire or Burkina Faso,1960,Sculpture,1
Unknown,Côte d'Ivoire or Burkina Faso,2000,Sculpture,2
Unknown,Côte d'Ivoire or Ghana,1890,Other,1
Unknown,Côte d'Ivoire or Ghana,1960,Sculpture,1
Unknown,Côte d'Ivoire or Ghana,2000,Other,2
Unknown,Côte d'Ivoire or Ghana,2000,Sculpture,2
Unknown,Côte d'Ivoire or Ghana (?),1970,Other,1
Unknown,Côte d'Ivoire or Liberia,1940,Sculpture,1
Unknown,Côte d'Ivoire or Liberia,1950,Sculpture,3
Unknown,Côte d'Ivoire or Liberia,1960,Other,1
Unknown,Côte d'Ivoire or Liberia,1960,Sculpture,2
Unknown,Côte d'Ivoire or Liberia,1970,Sculpture,2
Unknown,Côte d'Ivoire or Liberia,2000,Other,1
Unknown,Côte d'Ivoire or Liberia,2000,Sculpture,4
Unknown,Côte d'Ivoire or Liberia,2020,Decorative arts,1
Unknown,Côte d'Ivoire or Mali,1960,Sculpture,2
Unknown,DRC or Republic of the Congo,1900,Sculpture,1
Unknown,Dagestan,1700,Textiles,3
Unknown,Dagestan,1800,Textiles,2
Unknown,Dagestan,1880,Textiles,1
Unknown,Dalmatia,1800,Textiles,3
Unknown,Dalmatia,1850,Other,1
Unknown,Dalmatian,1460,Sculpture,8
Unknown,Dalmatian,1470,Sculpture,1
Unknown,Danish,1540,Prints,1
Unknown,Danish,1550,Prints,3
Unknown,Danish,1560,Drawings,1
Unknown,Danish,1560,Prints,1
Unknown,Danish,1570,Prints,4
Unknown,Danish,1640,Sculpture,2
Unknown,Danish,1740,Other,2
Unknown,Danish,1760,Prints,1
Unknown,Danish,1770,Drawings,1
Unknown,Danish,1810,Paintings,1
Unknown,Danish,1810,Sculpture,3
Unknown,Danish,1830,Paintings,1
Unknown,Danish,1840,Paintings,1
Unknown,Danish,1840,Prints,1
Unknown,Danish,1870,Drawings,1
Unknown,Danish,1890,Drawings,1
Unknown,Danish,1950,Prints,4
Unknown,Danish,1960,Prints,4
Unknown,Danish,1980,Prints,20
Unknown,Danish,1990,Other,14
Unknown,Danish,1990,Photographs,7
Unknown,Danish,1990,Prints,26
Unknown,Danish,2000,Drawings,3
Unknown,Danish,2000,Sculpture,1
Unknown,Danish,2010,Photographs,1
Unknown,Danish,2010,Sculpture,1
Unknown,Danish | Dutch,1600,Prints,2
Unknown,Danish | Dutch,1610,Prints,1
Unknown,Danish | French,1890,Other,1
Unknown,Danish | German,1700,Other,1
Unknown,Danish | German,1780,Prints,1
Unknown,Danish | German | Swiss,1770,Prints,1
Unknown,Danish | Netherlandish,1620,Prints,1
Unknown,Dem. Rep. Congo,1950,Other,1
Unknown,Democratic Republic of Congo,1890,Other,3
Unknown,Democratic Republic of Congo,1890,Sculpture,1
Unknown,Democratic Republic of Congo,1900,Other,1
Unknown,Democratic Republic of Congo,1930,Sculpture,1
Unknown,Democratic Republic of Congo,2000,Sculpture,1
Unknown,Democratic Republic of Congo or Cabinda (Angola),1880,Sculpture,1
Unknown,Democratic Republic of Timor-Leste,2000,Sculpture,4
Unknown,Democratic Republic of the Congo or Angola,1890,Sculpture,1
Unknown,Democratic Republic of the Congo or Angola?,1900,Other,1
Unknown,"Democratic Republic of the Congo, Republic of the Congo, or Cabinda, Angola",2000,Sculpture,1
Unknown,Democratic Republic of the Congo?,1900,Other,3
Unknown,Democratic Republic of the Congo|Angola|Republic of the Congo,1690,Sculpture,1
Unknown,Democratic Republic of the Congo|Angola|Republic of the Congo,1700,Sculpture,1
Unknown,Democratic Republic of the Congo|Angola|Republic of the Congo,1890,Sculpture,4
Unknown,"Democratic Republic of the Congo|Cabinda, Angola|Republic of the Congo",1920,Sculpture,1
Unknown,Democratic Republic of the Congo|Republic of the Congo|Angola,1890,Sculpture,2
Unknown,"Democratic Republic of the Congo|Republic of the Congo|Cabinda, Angola",1880,Sculpture,2
Unknown,Denmark,1600,Textiles,2
Unknown,Denmark,1790,Drawings,1
Unknown,Denmark,1800,Drawings,1
Unknown,Denmark,1830,Drawings,2
Unknown,Denmark,1830,Paintings,1
Unknown,Denmark,1830,Prints,1
Unknown,Denmark,1840,Decorative arts,1
Unknown,Denmark,1850,Paintings,1
Unknown,Denmark,1880,Decorative arts,1
Unknown,Denmark,1880,Textiles,1
Unknown,Denmark,1890,Sculpture,1
Unknown,Denmark,1900,Decorative arts,1
Unknown,Denmark,1900,Other,10
Unknown,Denmark,1900,Paintings,1
Unknown,Denmark,1920,Decorative arts,3
Unknown,Denmark,1920,Other,7
Unknown,Denmark,1920,Prints,1
Unknown,Denmark,1930,Decorative arts,1
Unknown,Denmark,1930,Other,20
Unknown,Denmark,1940,Decorative arts,1
Unknown,Denmark,1940,Other,3
Unknown,Denmark,1950,Decorative arts,1
Unknown,Denmark,1950,Other,2
Unknown,Denmark,1960,Photographs,1
Unknown,Dominican Republic,1500,Decorative arts,8
Unknown,Dominican Republic,1500,Other,21
Unknown,Dominican Republic,1500,Sculpture,4
Unknown,Dominican Republic,1520,Sculpture,1
Unknown,Dominican Republic,1550,Other,1
Unknown,Dominican Republic,1600,Other,4
Unknown,Dominican Republic,2000,Other,2
Unknown,Dominican Republic (?),1500,Sculpture,1
Unknown,Dominican Republic (?),1600,Other,1
Unknown,Dutch | English,1580,Prints,2
Unknown,Dutch | English,1600,Prints,4
Unknown,Dutch | English,1610,Prints,1
Unknown,Dutch | English,1620,Prints,1
Unknown,Dutch | English,1630,Prints,1
Unknown,Dutch | English,1640,Prints,6
Unknown,Dutch | English,1650,Prints,7
Unknown,Dutch | English,1660,Other,1
Unknown,Dutch | English,1660,Prints,2
Unknown,Dutch | English,1670,Prints,2
Unknown,Dutch | English,1680,Prints,19
Unknown,Dutch | English,1690,Prints,1
Unknown,Dutch | English,1700,Prints,1
Unknown,Dutch | English,1710,Prints,1
Unknown,Dutch | English,1720,Prints,2
Unknown,Dutch | English,1740,Prints,2
Unknown,Dutch | English,1820,Prints,1
Unknown,Dutch | English | Flemish,1600,Prints,1
Unknown,Dutch | English | Italian,1740,Prints,1
Unknown,Dutch | English | Scottish,1800,Prints,3
Unknown,Dutch | Flemish,1550,Prints,2
Unknown,Dutch | Flemish,1570,Prints,8
Unknown,Dutch | Flemish,1580,Prints,5
Unknown,Dutch | Flemish,1590,Prints,21
Unknown,Dutch | Flemish,1600,Prints,22
Unknown,Dutch | Flemish,1610,Drawings,2
Unknown,Dutch | Flemish,1610,Prints,64
Unknown,Dutch | Flemish,1620,Prints,46
Unknown,Dutch | Flemish,1630,Prints,4
Unknown,Dutch | Flemish,1640,Prints,6
Unknown,Dutch | Flemish,1650,Prints,5
Unknown,Dutch | Flemish,1670,Paintings,1
Unknown,Dutch | Flemish,1670,Prints,1
Unknown,Dutch | Flemish,1680,Prints,1
Unknown,Dutch | Flemish,1690,Prints,2
Unknown,Dutch | Flemish,1730,Prints,1
Unknown,Dutch | Flemish,1770,Prints,2
Unknown,Dutch | Flemish,1820,Prints,3
Unknown,Dutch | Flemish | French,1590,Prints,1
Unknown,Dutch | Flemish | French,1640,Prints,1
Unknown,Dutch | Flemish | French,1650,Other,1
Unknown,Dutch | Flemish | French,1690,Prints,1
Unknown,Dutch | Flemish | French | German | Italian,1690,Prints,1
Unknown,Dutch | Flemish | French | German | Italian | Spanish,1770,Prints,1
Unknown,Dutch | Flemish | French | Netherlandish,1640,Prints,1
Unknown,Dutch | Flemish | German,1760,Prints,2
Unknown,Dutch | Flemish | Italian,1580,Prints,1
Unknown,Dutch | Flemish | Italian,1640,Prints,1
Unknown,Dutch | Flemish | Netherlandish,1550,Prints,1
Unknown,Dutch | Flemish | Netherlandish,1560,Prints,1
Unknown,Dutch | Flemish | Netherlandish,1570,Prints,2
Unknown,Dutch | Flemish | Netherlandish,1580,Prints,1
Unknown,Dutch | Flemish | Netherlandish,1590,Prints,1
Unknown,Dutch | Flemish | Netherlandish,1600,Prints,1
Unknown,Dutch | Flemish | Netherlandish,1610,Prints,1
Unknown,Dutch | Flemish | Netherlandish,1780,Prints,2
Unknown,Dutch | French,1570,Prints,1
Unknown,Dutch | French,1600,Prints,6
Unknown,Dutch | French,1620,Prints,1
Unknown,Dutch | French,1630,Prints,18
Unknown,Dutch | French,1640,Prints,2
Unknown,Dutch | French,1680,Prints,3
Unknown,Dutch | French,1700,Other,3
Unknown,Dutch | French,1700,Prints,1
Unknown,Dutch | French,1710,Prints,1
Unknown,Dutch | French,1720,Other,1
Unknown,Dutch | French,1730,Prints,15
Unknown,Dutch | French,1740,Prints,4
Unknown,Dutch | French,1760,Prints,5
Unknown,Dutch | French,1770,Prints,4
Unknown,Dutch | French,1780,Prints,1
Unknown,Dutch | French,1790,Prints,1
Unknown,Dutch | French,1800,Drawings,1
Unknown,Dutch | French,1820,Prints,1
Unknown,Dutch | French,1840,Prints,1
Unknown,Dutch | French,1850,Prints,1
Unknown,Dutch | French,1860,Prints,10
Unknown,Dutch | French,1870,Prints,6
Unknown,Dutch | French,1880,Prints,4
Unknown,Dutch | French,1890,Prints,1
Unknown,Dutch | French | German,1720,Prints,1
Unknown,Dutch | French | Italian,1710,Prints,1
Unknown,Dutch | French | Italian,1760,Prints,1
Unknown,Dutch | French | Unknown,1560,Prints,1
Unknown,Dutch | German,1520,Prints,1
Unknown,Dutch | German,1560,Prints,1
Unknown,Dutch | German,1570,Prints,1
Unknown,Dutch | German,1580,Prints,4
Unknown,Dutch | German,1590,Prints,2
Unknown,Dutch | German,1600,Prints,24
Unknown,Dutch | German,1610,Prints,5
Unknown,Dutch | German,1620,Prints,11
Unknown,Dutch | German,1640,Drawings,1
Unknown,Dutch | German,1640,Prints,1
Unknown,Dutch | German,1670,Prints,1
Unknown,Dutch | German,1710,Prints,1
Unknown,Dutch | German,1750,Prints,2
Unknown,Dutch | German,1760,Prints,19
Unknown,Dutch | German,1770,Prints,14
Unknown,Dutch | German,1780,Other,2
Unknown,Dutch | German,1780,Prints,15
Unknown,Dutch | German,1790,Prints,1
Unknown,Dutch | German,1920,Prints,2
Unknown,Dutch | German | Netherlandish,1520,Prints,2
Unknown,Dutch | German | Netherlandish,1590,Prints,2
Unknown,Dutch | Irish,1600,Prints,3
Unknown,Dutch | Irish,1720,Prints,1
Unknown,Dutch | Italian,1590,Prints,11
Unknown,Dutch | Italian,1600,Prints,3
Unknown,Dutch | Italian,1610,Prints,1
Unknown,Dutch | Italian,1620,Prints,2
Unknown,Dutch | Italian,1630,Prints,3
Unknown,Dutch | Italian,1640,Drawings,1
Unknown,Dutch | Italian,1650,Prints,2
Unknown,Dutch | Italian,1660,Prints,1
Unknown,Dutch | Italian,1670,Prints,1
Unknown,Dutch | Italian,1700,Prints,1
Unknown,Dutch | Italian,1710,Drawings,1
Unknown,Dutch | Italian,1710,Prints,1
Unknown,Dutch | Italian,1750,Prints,1
Unknown,Dutch | Italian,1760,Prints,1
Unknown,Dutch | Italian,1770,Prints,2
